Customer_ID,Action_ID,Action,Reward
C00070,3,Personal Loan Offer,0.39490427435901543
C00071,2,Credit Card Offer,0.15962213620204133
C00072,1,Savings Offer,0.7783051376710148
C00073,3,Personal Loan Offer,0.5862064279854216
C00074,1,Savings Offer,0.24710270914674243
C00075,3,Personal Loan Offer,0.7455464867416957
C00076,2,Credit Card Offer,0.3353814751577149
C00077,1,Savings Offer,0.9388258958301968
C00078,3,Personal Loan Offer,0.5458107204995162
C00079,2,Credit Card Offer,0.9362005029778825
C00080,0,No Offer,0.2616718246441232
C00081,1,Savings Offer,0.3458224061144024
C00082,0,No Offer,0.0158168958843753
C00083,4,Investment Offer,0.5630998162283141
C00084,1,Savings Offer,0.6073834078091227
C00085,0,No Offer,-0.2513035292396839
C00086,2,Credit Card Offer,0.6365886908772016
C00087,3,Personal Loan Offer,0.7974157870662013
C00088,2,Credit Card Offer,0.3102386592464602
C00089,4,Investment Offer,0.4182889378011592
C00090,1,Savings Offer,0.08635196915543525
C00091,3,Personal Loan Offer,0.004311596619508223
C00092,1,Savings Offer,0.8309707152890788
C00093,1,Savings Offer,0.3937495871281365
C00094,4,Investment Offer,0.8247650400777171
C00095,1,Savings Offer,0.2727962446733933
C00096,2,Credit Card Offer,0.5077418463182036
C00097,2,Credit Card Offer,0.5077684496036303
C00098,4,Investment Offer,0.38216829525063006
C00099,1,Savings Offer,0.42022252423753903
C00100,1,Savings Offer,0.6961025025566884
C00101,2,Credit Card Offer,0.7909480486089524
C00102,1,Savings Offer,0.8561698024783945
C00103,2,Credit Card Offer,0.31252942417350377
C00104,4,Investment Offer,1.064247770836914
C00105,2,Credit Card Offer,0.3547473606046778
C00106,1,Savings Offer,1.0125597794952854
C00107,3,Personal Loan Offer,0.6947895714505296
C00108,3,Personal Loan Offer,-0.21979777707306836
C00109,4,Investment Offer,0.3376816786434739
C00110,2,Credit Card Offer,0.06366830251582334
C00111,3,Personal Loan Offer,0.5073329817965946
C00112,2,Credit Card Offer,0.34206102729959925
C00113,4,Investment Offer,0.32185449860470755
C00114,2,Credit Card Offer,0.6323162205485616
C00115,3,Personal Loan Offer,0.37633680040725137
C00116,0,No Offer,0.1450557838793769
C00117,3,Personal Loan Offer,0.7481404357486625
C00118,1,Savings Offer,0.39943059749095977
C00119,1,Savings Offer,0.8213231326368827
C00120,2,Credit Card Offer,0.6057286686225563
C00121,4,Investment Offer,1.0667697860919971
C00122,2,Credit Card Offer,0.3973611147723109
C00123,4,Investment Offer,0.2504846636904729
C00124,2,Credit Card Offer,0.13695838073591438
C00125,2,Credit Card Offer,0.29429914258401546
C00126,4,Investment Offer,0.6179027565093284
C00127,0,No Offer,0.2008303451373218
C00128,3,Personal Loan Offer,0.25700768102542404
C00129,2,Credit Card Offer,-0.33266904517033036
C00130,0,No Offer,0.02088308590835127
C00131,1,Savings Offer,0.4626237302295191
C00132,0,No Offer,-0.09752007306433184
C00133,0,No Offer,0.3538414925797546
C00134,1,Savings Offer,0.5364085777766342
C00135,3,Personal Loan Offer,0.3373166237788192
C00136,3,Personal Loan Offer,0.19430794628281575
C00137,4,Investment Offer,1.3706216034394973
C00138,1,Savings Offer,0.74692632782734
C00139,0,No Offer,-0.05503188872557979
C00140,3,Personal Loan Offer,0.7118947939637654
C00141,2,Credit Card Offer,0.6591638986363992
C00142,1,Savings Offer,0.39807225552273745
C00143,3,Personal Loan Offer,0.37271989050232496
C00144,3,Personal Loan Offer,0.6442741001762572
C00145,4,Investment Offer,0.6024792451071432
C00146,2,Credit Card Offer,0.524703009281676
C00147,1,Savings Offer,0.03751248760227888
C00148,0,No Offer,-0.42459659570927427
C00149,2,Credit Card Offer,0.8776996988396031
C00150,2,Credit Card Offer,0.2072134907824582
C00151,3,Personal Loan Offer,0.7483766779577499
C00152,1,Savings Offer,-0.1516733834185915
C00153,1,Savings Offer,0.6744872873428531
C00154,4,Investment Offer,0.45039201020875863
C00155,2,Credit Card Offer,-0.045131191674546545
C00156,4,Investment Offer,0.643623699540945
C00157,0,No Offer,0.014246369235689511
C00158,0,No Offer,-0.04565180716174813
C00159,3,Personal Loan Offer,0.3436614560700936
C00160,2,Credit Card Offer,0.5160452569595539
C00161,3,Personal Loan Offer,0.5414968772267799
C00162,2,Credit Card Offer,0.21088037192781983
C00163,0,No Offer,0.30424126359696596
C00164,1,Savings Offer,0.4911187397727522
C00165,1,Savings Offer,0.15197509002930576
C00166,3,Personal Loan Offer,0.2416219194770569
C00167,1,Savings Offer,0.33661810306632123
C00168,1,Savings Offer,0.6663327780698828
C00169,3,Personal Loan Offer,0.6161267821267286
C00170,4,Investment Offer,0.8159795006387878
C00171,1,Savings Offer,0.5062142032079892
C00172,3,Personal Loan Offer,0.6157114976954825
C00173,0,No Offer,-0.47713932513147356
C00174,2,Credit Card Offer,0.6785559482315742
C00175,4,Investment Offer,0.40819024689519334
C00176,4,Investment Offer,0.7558015668521034
C00177,0,No Offer,0.2176817032168334
C00178,3,Personal Loan Offer,1.2761939855392874
C00179,4,Investment Offer,1.1173792284942434
C00180,1,Savings Offer,0.6765820811314839
C00181,4,Investment Offer,1.2726956434477943
C00182,1,Savings Offer,1.069050669304668
C00183,0,No Offer,-0.113449164975936
C00184,0,No Offer,-0.09587673380330249
C00185,4,Investment Offer,-0.03633065399242141
C00186,0,No Offer,-0.06874745918015691
C00187,4,Investment Offer,0.7219474388547167
C00188,1,Savings Offer,0.9644545551003625
C00189,2,Credit Card Offer,-0.008464771781591385
C00190,1,Savings Offer,0.3515230875307597
C00191,3,Personal Loan Offer,0.5732486899196744
C00192,2,Credit Card Offer,0.673113880578146
C00193,0,No Offer,0.28252886844442915
C00194,2,Credit Card Offer,0.5907167269618724
C00195,2,Credit Card Offer,0.15161921845067716
C00196,4,Investment Offer,0.7360735773234339
C00197,3,Personal Loan Offer,0.02800164850986847
C00198,2,Credit Card Offer,0.8749091751537185
C00199,4,Investment Offer,0.19434953217100936
C00200,1,Savings Offer,0.9596904375608653
C00201,4,Investment Offer,0.07680169080590954
C00202,1,Savings Offer,0.5083184895619656
C00203,0,No Offer,-0.11678334651480603
C00204,1,Savings Offer,0.5564194297045558
C00205,3,Personal Loan Offer,0.24025633404931646
C00206,3,Personal Loan Offer,0.3096062675875928
C00207,3,Personal Loan Offer,0.11349545967025668
C00208,4,Investment Offer,0.5266152384101027
C00209,4,Investment Offer,0.700925543668426
C00210,2,Credit Card Offer,0.9417486102105033
C00211,0,No Offer,0.13292902046532912
C00212,1,Savings Offer,0.32561788931600827
C00213,1,Savings Offer,0.8332553151168323
C00214,4,Investment Offer,-0.004371691755853613
C00215,3,Personal Loan Offer,0.5735289799360667
C00216,2,Credit Card Offer,0.15282990445387407
C00217,4,Investment Offer,0.5762473176914223
C00218,0,No Offer,-0.313583107565623
C00219,0,No Offer,0.1540246689708833
C00220,0,No Offer,0.2174471714728159
C00221,1,Savings Offer,0.3161480810607741
C00222,0,No Offer,0.12221781810564311
C00223,2,Credit Card Offer,0.44951205403419414
C00224,1,Savings Offer,0.39987918831949865
C00225,2,Credit Card Offer,0.46480953899536004
C00226,3,Personal Loan Offer,0.9101003375299676
C00227,4,Investment Offer,0.11150563379991275
C00228,3,Personal Loan Offer,0.3427481619472875
C00229,3,Personal Loan Offer,0.179440898040449
C00230,2,Credit Card Offer,-0.11869578021150196
C00231,0,No Offer,-0.29878503273095697
C00232,2,Credit Card Offer,0.2022718587474852
C00233,1,Savings Offer,0.18094309931558333
C00234,1,Savings Offer,0.6394130894490168
C00235,0,No Offer,-0.1496171697930499
C00236,3,Personal Loan Offer,1.0729082524357698
C00237,0,No Offer,-0.3027458593934748
C00238,4,Investment Offer,0.6610666611650082
C00239,3,Personal Loan Offer,-0.04535944820004195
C00240,1,Savings Offer,1.0073786653281274
C00241,2,Credit Card Offer,0.5324153778715133
C00242,3,Personal Loan Offer,0.5112378063239051
C00243,1,Savings Offer,0.4995988810116391
C00244,4,Investment Offer,0.7552875076397496
C00245,2,Credit Card Offer,0.03130267737740772
C00246,4,Investment Offer,1.1056929602273229
C00247,2,Credit Card Offer,0.43235829785614766
C00248,0,No Offer,-0.3497082182918348
C00249,2,Credit Card Offer,0.8356167146512383
C00250,2,Credit Card Offer,0.7363144684586802
C00251,4,Investment Offer,0.5717529291153987
C00252,1,Savings Offer,0.010235960449584247
C00253,3,Personal Loan Offer,0.8588293725448369
C00254,2,Credit Card Offer,0.04912157872534381
C00255,3,Personal Loan Offer,-0.04283691151465882
C00256,4,Investment Offer,1.2885613226453851
C00257,2,Credit Card Offer,0.6672230759031912
C00258,0,No Offer,0.07091115055565683
C00259,3,Personal Loan Offer,-0.18811664115810228
C00260,2,Credit Card Offer,0.7702652085565385
C00261,2,Credit Card Offer,0.5626300644444309
C00262,0,No Offer,-0.3788248962761867
C00263,0,No Offer,0.45635930542572345
C00264,0,No Offer,0.22431402706141373
C00265,2,Credit Card Offer,0.3192962145939568
C00266,4,Investment Offer,-0.009700311042089377
C00267,4,Investment Offer,0.5600848728142452
C00268,2,Credit Card Offer,0.536962311750141
C00269,3,Personal Loan Offer,0.17956712899662863
C00270,1,Savings Offer,0.7116654076188579
C00271,1,Savings Offer,0.3555099997279891
C00272,0,No Offer,-0.30350176413535035
C00273,2,Credit Card Offer,0.43160657790984597
C00274,0,No Offer,-0.10156551228696327
C00275,4,Investment Offer,0.6869531247666563
C00276,0,No Offer,0.11584970977376922
C00277,1,Savings Offer,0.5561766550763247
C00278,1,Savings Offer,0.7214186197827113
C00279,3,Personal Loan Offer,1.0459160385586324
C00280,2,Credit Card Offer,0.48494979478399636
C00281,2,Credit Card Offer,0.26763520840691823
C00282,3,Personal Loan Offer,0.34367840686579276
C00283,3,Personal Loan Offer,0.07210539325780206
C00284,0,No Offer,0.20045908553341607
C00285,2,Credit Card Offer,0.31667462643042066
C00286,2,Credit Card Offer,0.695524749679802
C00287,3,Personal Loan Offer,0.1313625171220829
C00288,1,Savings Offer,1.03089844430952
C00289,1,Savings Offer,0.5127664342787169
C00290,0,No Offer,-0.057305958639028876
C00291,3,Personal Loan Offer,0.7100791611167168
C00292,1,Savings Offer,0.706620779240261
C00293,2,Credit Card Offer,0.40298771314670684
C00294,2,Credit Card Offer,0.7730293978640757
C00295,3,Personal Loan Offer,0.3877464784858098
C00296,2,Credit Card Offer,0.8302247841671722
C00297,0,No Offer,0.4229542065826598
C00298,4,Investment Offer,1.2094384691315916
C00299,0,No Offer,-0.18711612561934288
C00300,2,Credit Card Offer,0.08707783112124662
C00301,0,No Offer,-0.2817285427480645
C00302,0,No Offer,0.1755222576739871
C00303,0,No Offer,-0.06884103505302354
C00304,2,Credit Card Offer,0.5359364917153984
C00305,2,Credit Card Offer,0.9146507180113638
C00306,0,No Offer,-0.10844458405765466
C00307,2,Credit Card Offer,0.27076821686714736
C00308,2,Credit Card Offer,0.5273468688866986
C00309,3,Personal Loan Offer,0.14397581737487058
C00310,2,Credit Card Offer,0.21024987255723437
C00311,4,Investment Offer,0.3967387418086446
C00312,3,Personal Loan Offer,0.70657540144218
C00313,0,No Offer,-0.09493816670236684
C00314,3,Personal Loan Offer,0.4378207243143683
C00315,3,Personal Loan Offer,0.7222894539448383
C00316,0,No Offer,-0.021366296991210357
C00317,3,Personal Loan Offer,0.5450060012363154
C00318,3,Personal Loan Offer,0.8003863710963849
C00319,1,Savings Offer,0.6543047382674431
C00320,4,Investment Offer,0.6649072950348862
C00321,0,No Offer,-0.017551380103130426
C00322,0,No Offer,-0.3313700364816125
C00323,4,Investment Offer,0.4658724485920535
C00324,2,Credit Card Offer,0.38817357558682863
C00325,3,Personal Loan Offer,0.8221292908377245
C00326,0,No Offer,0.036023026431045185
C00327,3,Personal Loan Offer,0.3221105347038221
C00328,4,Investment Offer,0.914450614796391
C00329,4,Investment Offer,1.0830528084881157
C00330,4,Investment Offer,0.2759590666344638
C00331,0,No Offer,-0.21414441374646892
C00332,0,No Offer,-0.08106896990944733
C00333,3,Personal Loan Offer,0.043919716062571446
C00334,4,Investment Offer,0.6340656432397294
C00335,1,Savings Offer,0.592214111945734
C00336,4,Investment Offer,0.5706802192078754
C00337,4,Investment Offer,-0.21949784004783543
C00338,4,Investment Offer,0.7447649108032582
C00339,4,Investment Offer,0.4456745961560786
C00340,2,Credit Card Offer,0.3066283788789918
C00341,0,No Offer,0.14851564334618267
C00342,3,Personal Loan Offer,0.5817142108058416
C00343,0,No Offer,0.28124267985107193
C00344,2,Credit Card Offer,0.5320845165510628
C00345,3,Personal Loan Offer,0.21693409278971995
C00346,2,Credit Card Offer,0.37959441841358343
C00347,4,Investment Offer,0.9897053179662312
C00348,3,Personal Loan Offer,0.10286052025880749
C00349,0,No Offer,0.2511495155152878
C00350,4,Investment Offer,0.422030926581583
C00351,4,Investment Offer,0.9202065837171312
C00352,0,No Offer,-0.14174242983504143
C00353,3,Personal Loan Offer,0.36455161072820674
C00354,4,Investment Offer,0.9981368066417338
C00355,0,No Offer,0.4095616517327226
C00356,2,Credit Card Offer,0.1100039939081105
C00357,3,Personal Loan Offer,0.15204155915397538
C00358,1,Savings Offer,0.5741466801138482
C00359,0,No Offer,0.22875559591663708
C00360,4,Investment Offer,0.6638687332185831
C00361,2,Credit Card Offer,-0.028407539328105358
C00362,4,Investment Offer,0.8728958240482233
C00363,2,Credit Card Offer,-0.47068251948326423
C00364,3,Personal Loan Offer,0.31565215161622673
C00365,1,Savings Offer,0.36822980412150047
C00366,2,Credit Card Offer,0.21891136552409865
C00367,2,Credit Card Offer,0.6708485576905436
C00368,0,No Offer,0.07499002995575667
C00369,0,No Offer,0.33280479313256034
C00370,2,Credit Card Offer,0.5560038064341225
C00371,1,Savings Offer,0.32333229030091165
C00372,0,No Offer,0.18162060009875508
C00373,1,Savings Offer,0.4546062079228237
C00374,3,Personal Loan Offer,0.60585499403743
C00375,2,Credit Card Offer,0.22336786148691862
C00376,1,Savings Offer,0.491970868748003
C00377,1,Savings Offer,0.16353010983224708
C00378,4,Investment Offer,0.8558218667228651
C00379,2,Credit Card Offer,0.08735250097888997
C00380,2,Credit Card Offer,0.7290750229614789
C00381,2,Credit Card Offer,0.1347884612727841
C00382,1,Savings Offer,0.5470904286045477
C00383,4,Investment Offer,0.3568885508725368
C00384,0,No Offer,-0.031238681304924826
C00385,3,Personal Loan Offer,0.3619697449001432
C00386,3,Personal Loan Offer,0.624171616337342
C00387,2,Credit Card Offer,0.3941525110277277
C00388,3,Personal Loan Offer,0.3701161200173659
C00389,2,Credit Card Offer,0.35161740617585485
C00390,1,Savings Offer,0.6720953549956278
C00391,4,Investment Offer,0.6662447248854393
C00392,4,Investment Offer,0.6773825676007829
C00393,4,Investment Offer,0.5216217202016505
C00394,1,Savings Offer,0.27565730481054046
C00395,2,Credit Card Offer,0.2894323792870244
C00396,3,Personal Loan Offer,0.7098472703111824
C00397,2,Credit Card Offer,0.6713704741888247
C00398,2,Credit Card Offer,0.09545454898914202
C00399,4,Investment Offer,1.0840649562813574
C00400,0,No Offer,-0.05589655959918012
C00401,0,No Offer,0.3398936703780581
C00402,1,Savings Offer,0.2844053769422952
C00403,2,Credit Card Offer,0.6795907713023628
C00404,0,No Offer,0.05080459388444447
C00405,3,Personal Loan Offer,1.2109965883715916
C00406,0,No Offer,0.14762199915168162
C00407,0,No Offer,0.24663305699996424
C00408,4,Investment Offer,0.5830015045011329
C00409,0,No Offer,-0.2814628879835772
C00410,3,Personal Loan Offer,0.5603951350888636
C00411,3,Personal Loan Offer,0.7932103627230791
C00412,1,Savings Offer,0.2910837763099522
C00413,4,Investment Offer,0.8807141820574542
C00414,1,Savings Offer,0.72416853745459
C00415,3,Personal Loan Offer,0.6480749874946159
C00416,3,Personal Loan Offer,0.3948212482417937
C00417,1,Savings Offer,0.8351371558639562
C00418,1,Savings Offer,0.972905686551422
C00419,1,Savings Offer,0.6940233103303047
C00420,0,No Offer,0.22995766098994797
C00421,3,Personal Loan Offer,0.6006594272075728
C00422,2,Credit Card Offer,-0.3660532664969187
C00423,2,Credit Card Offer,0.4062518828333857
C00424,1,Savings Offer,0.43419619662796544
C00425,3,Personal Loan Offer,0.9065307096365747
C00426,2,Credit Card Offer,0.5584887940570158
C00427,4,Investment Offer,0.2527090900714113
C00428,2,Credit Card Offer,0.8624910519634492
C00429,1,Savings Offer,0.34377596380334186
C00430,4,Investment Offer,1.0643492565953732
C00431,3,Personal Loan Offer,0.5134979515183775
C00432,1,Savings Offer,0.5006106158600148
C00433,2,Credit Card Offer,0.5122405329798837
C00434,1,Savings Offer,0.37666301056729595
C00435,1,Savings Offer,0.5435094339716993
C00436,1,Savings Offer,-0.10847917476902158
C00437,1,Savings Offer,0.3473264669760622
C00438,3,Personal Loan Offer,0.8421120500964847
C00439,0,No Offer,-0.20851864941159598
C00440,1,Savings Offer,0.5594423548329449
C00441,3,Personal Loan Offer,0.5823906618088025
C00442,2,Credit Card Offer,0.15872786877969586
C00443,0,No Offer,0.5181771217208264
C00444,0,No Offer,-0.05404606335848608
C00445,1,Savings Offer,-0.06225753343229179
C00446,4,Investment Offer,0.559892095849964
C00447,0,No Offer,-0.21300750727515555
C00448,1,Savings Offer,0.38002831247789515
C00449,2,Credit Card Offer,0.25206517360311176
C00450,1,Savings Offer,0.8845923976298057
C00451,2,Credit Card Offer,0.2602446251092862
C00452,2,Credit Card Offer,0.5971897338563077
C00453,3,Personal Loan Offer,0.3325649669652476
C00454,1,Savings Offer,1.003893678262054
C00455,4,Investment Offer,0.8560288218460806
C00456,1,Savings Offer,0.23988059141067497
C00457,0,No Offer,0.20098460767015375
C00458,1,Savings Offer,-0.19490260066823162
C00459,2,Credit Card Offer,0.5580069816038743
C00460,2,Credit Card Offer,0.39687506958354757
C00461,2,Credit Card Offer,0.8061372986138655
C00462,2,Credit Card Offer,0.20025517789516886
C00463,2,Credit Card Offer,0.38604255299576107
C00464,2,Credit Card Offer,0.7167423144699319
C00465,4,Investment Offer,0.2475820370373989
C00466,4,Investment Offer,0.47330869483432847
C00467,4,Investment Offer,0.82276225243938
C00468,2,Credit Card Offer,0.7888241238117777
C00469,1,Savings Offer,0.4643304882289824
C00470,4,Investment Offer,0.4077091444387654
C00471,1,Savings Offer,0.4655092846315128
C00472,4,Investment Offer,-0.3032618405708053
C00473,4,Investment Offer,0.3912252001902278
C00474,4,Investment Offer,0.09945001196264154
C00475,3,Personal Loan Offer,-0.026176978268684203
C00476,0,No Offer,0.06866339371966226
C00477,4,Investment Offer,1.0450160473657675
C00478,1,Savings Offer,0.5652671872416448
C00479,0,No Offer,-0.19937398731148603
C00480,0,No Offer,-0.1063804080945835
C00481,1,Savings Offer,0.5458670898179622
C00482,1,Savings Offer,0.5598641704110021
C00483,0,No Offer,0.12382155340028801
C00484,4,Investment Offer,0.9049144909249671
C00485,2,Credit Card Offer,0.44362648274042504
C00486,3,Personal Loan Offer,0.45019372328525425
C00487,1,Savings Offer,1.0753772160072177
C00488,3,Personal Loan Offer,0.2799188020190245
C00489,3,Personal Loan Offer,0.38851411849171014
C00490,4,Investment Offer,0.45732086347827294
C00491,1,Savings Offer,0.33290805266055756
C00492,1,Savings Offer,0.8613235592143876
C00493,4,Investment Offer,0.42149280631897934
C00494,4,Investment Offer,0.658943147656459
C00495,2,Credit Card Offer,0.7355957746627941
C00496,0,No Offer,-0.27769521763538746
C00497,1,Savings Offer,0.8830093814561573
C00498,4,Investment Offer,1.1396805174674713
C00499,2,Credit Card Offer,0.4714187956003763
C00500,4,Investment Offer,1.0610865665378841
C00501,2,Credit Card Offer,0.18590602355242025
C00502,1,Savings Offer,0.4426991905434597
C00503,2,Credit Card Offer,0.5083230556169083
C00504,2,Credit Card Offer,0.71522161966259
C00505,2,Credit Card Offer,0.5357103666493357
C00506,4,Investment Offer,0.8757601301519609
C00507,4,Investment Offer,0.6481398204636803
C00508,4,Investment Offer,1.2660740591533128
C00509,0,No Offer,0.305764161730976
C00510,0,No Offer,0.36588081057431676
C00511,0,No Offer,0.49073645513390546
C00512,4,Investment Offer,0.7548351332824212
C00513,3,Personal Loan Offer,0.2593904312039719
C00514,2,Credit Card Offer,0.25730603847235595
C00515,1,Savings Offer,0.049859166994111054
C00516,0,No Offer,0.18095700266199438
C00517,0,No Offer,-0.27735558033109786
C00518,0,No Offer,-0.20875117211225896
C00519,4,Investment Offer,0.09285236242449546
C00520,1,Savings Offer,0.5862748271080898
C00521,2,Credit Card Offer,0.9938603891841555
C00522,1,Savings Offer,0.34219638014565923
C00523,1,Savings Offer,0.7101913575740173
C00524,1,Savings Offer,0.8457887329390805
C00525,1,Savings Offer,0.716091742854786
C00526,4,Investment Offer,0.8540400272311588
C00527,0,No Offer,0.34575642119252836
C00528,1,Savings Offer,0.49038178698142193
C00529,4,Investment Offer,0.8386463731145669
C00530,3,Personal Loan Offer,0.7316187909713233
C00531,2,Credit Card Offer,0.35915805274956486
C00532,4,Investment Offer,0.7677847045812991
C00533,1,Savings Offer,0.30371123955777946
C00534,3,Personal Loan Offer,0.6682845587800914
C00535,0,No Offer,-0.4875827064022323
C00536,4,Investment Offer,0.5929840881923033
C00537,1,Savings Offer,0.5569457802555381
C00538,2,Credit Card Offer,0.24545050706095167
C00539,0,No Offer,0.05559991825418882
C00540,2,Credit Card Offer,0.7716746372160814
C00541,0,No Offer,0.024411760791370432
C00542,2,Credit Card Offer,0.625669317885381
C00543,3,Personal Loan Offer,0.4952293946913412
C00544,4,Investment Offer,0.8388228952544027
C00545,4,Investment Offer,0.7390115062638823
C00546,4,Investment Offer,0.3329128796641888
C00547,2,Credit Card Offer,0.36140591963018265
C00548,3,Personal Loan Offer,0.4146304403371859
C00549,1,Savings Offer,0.027900778388969982
C00550,1,Savings Offer,0.6357505303254564
C00551,2,Credit Card Offer,0.7296305702747088
C00552,3,Personal Loan Offer,0.4463858343152472
C00553,2,Credit Card Offer,0.6752761694743117
C00554,0,No Offer,-0.2635107160819821
C00555,1,Savings Offer,0.6443708076660042
C00556,0,No Offer,0.061569867001847085
C00557,2,Credit Card Offer,0.4032208640125503
C00558,4,Investment Offer,0.7645718163786952
C00559,0,No Offer,0.09741138041580576
C00560,3,Personal Loan Offer,0.8939682802697533
C00561,0,No Offer,0.3900982303891643
C00562,0,No Offer,-0.057422085354678784
C00563,4,Investment Offer,0.5937114508933571
C00564,3,Personal Loan Offer,0.5216475892674473
C00565,0,No Offer,0.2089753112112166
C00566,1,Savings Offer,0.1899484898944265
C00567,2,Credit Card Offer,0.47682302947499533
C00568,3,Personal Loan Offer,0.5892976225186409
C00569,2,Credit Card Offer,1.054653062152786
C00570,4,Investment Offer,1.0108268678054881
C00571,1,Savings Offer,0.7328232201674798
C00572,4,Investment Offer,1.1800426889447908
C00573,1,Savings Offer,0.06278044172280761
C00574,2,Credit Card Offer,0.7095454719025177
C00575,0,No Offer,0.001491246027768102
C00576,2,Credit Card Offer,0.09196771113564484
C00577,3,Personal Loan Offer,0.5488831949717252
C00578,1,Savings Offer,-0.022147877108686098
C00579,2,Credit Card Offer,0.7365853131904891
C00580,3,Personal Loan Offer,0.5347609191359608
C00581,3,Personal Loan Offer,0.21251201043023316
C00582,0,No Offer,0.12469182124270789
C00583,2,Credit Card Offer,0.042066435746464514
C00584,3,Personal Loan Offer,0.3020284258505029
C00585,4,Investment Offer,0.7533036992044629
C00586,4,Investment Offer,1.0190016401370452
C00587,3,Personal Loan Offer,0.21792961546467018
C00588,3,Personal Loan Offer,0.5607088588581477
C00589,4,Investment Offer,0.4181056265466144
C00590,2,Credit Card Offer,0.19690079903239618
C00591,3,Personal Loan Offer,0.6825662755000671
C00592,1,Savings Offer,0.8821705562623297
C00593,3,Personal Loan Offer,0.4624163280285947
C00594,4,Investment Offer,1.1164816220707874
C00595,3,Personal Loan Offer,-0.06279614793653368
C00596,1,Savings Offer,1.0339119572854178
C00597,3,Personal Loan Offer,0.9253363074116006
C00598,1,Savings Offer,0.5616505548065374
C00599,0,No Offer,0.0007103318392787383
C00600,4,Investment Offer,1.1880673393320635
C00601,0,No Offer,0.03509364810072387
C00602,1,Savings Offer,0.493749290966921
C00603,4,Investment Offer,0.7473167060542658
C00604,0,No Offer,-0.18616862748288737
C00605,1,Savings Offer,0.25534718018811714
C00606,3,Personal Loan Offer,0.4323666649408721
C00607,4,Investment Offer,0.6205872200203846
C00608,3,Personal Loan Offer,0.02653430112754418
C00609,0,No Offer,0.18062922958915462
C00610,1,Savings Offer,0.25503017285096147
C00611,3,Personal Loan Offer,0.4867445806972748
C00612,0,No Offer,-0.16812384498894523
C00613,2,Credit Card Offer,0.5009946754439287
