Customer_ID,Channel,Expected_Recovery,Cost,Net_Value
C02483,Field Agent,4290584.3065824,180000,4110584.3065823996
C01654,Field Agent,4283146.9815,180000,4103146.9814999998
C00182,Field Agent,4243474.0614808,180000,4063474.0614807997
C00573,Field Agent,4161508.5911919996,180000,3981508.5911919996
C02252,Field Agent,4147606.082924799,180000,3967606.082924799
C01029,Field Agent,4139514.6047612,180000,3959514.6047612
C01575,Field Agent,4085945.9971703994,180000,3905945.9971703994
C01414,Field Agent,4072151.1853505992,180000,3892151.1853505992
C00460,Field Agent,4067947.6608648,180000,3887947.6608648
C01671,Field Agent,4051200.5582459997,180000,3871200.5582459997
C01954,Field Agent,4039002.533591799,180000,3859002.533591799
C00339,Field Agent,3999469.057764199,180000,3819469.057764199
C01360,Field Agent,3997939.987791,180000,3817939.987791
C01741,Field Agent,3997316.0170456,180000,3817316.0170456
C00527,Field Agent,3988782.470537999,180000,3808782.470537999
C01354,Field Agent,3949143.0769547997,180000,3769143.0769547997
C02420,Field Agent,3918670.699754399,180000,3738670.699754399
C01831,Field Agent,3914420.402607,180000,3734420.402607
C00565,Field Agent,3891465.1737546,180000,3711465.1737546
C01009,Field Agent,3887194.42938,180000,3707194.42938
C01036,Field Agent,3860016.6255613584,180000,3680016.6255613584
C01804,Field Agent,3840269.1895986004,180000,3660269.1895986004
C00926,Field Agent,3821404.6949867997,180000,3641404.6949867997
C00063,Field Agent,3819264.267301999,180000,3639264.267301999
C01500,Field Agent,3788676.0644264,180000,3608676.0644264
C00233,Field Agent,3783228.736975536,180000,3603228.736975536
C02300,Field Agent,3778844.6990843993,180000,3598844.6990843993
C00075,Field Agent,3776879.9542,180000,3596879.9542
C01542,Field Agent,3752445.7869899995,180000,3572445.7869899995
C02171,Field Agent,3749389.7898767996,180000,3569389.7898767996
C00954,Field Agent,3717323.5131509993,180000,3537323.5131509993
C00659,Field Agent,3639251.9513999997,180000,3459251.9513999997
C00771,Field Agent,3638801.1798718,180000,3458801.1798718
C01865,Field Agent,3635972.3242029995,180000,3455972.3242029995
C00626,Field Agent,3630470.6204592,180000,3450470.6204592
C02293,Field Agent,3622862.0824566004,180000,3442862.0824566004
C00995,Field Agent,3621835.277788287,180000,3441835.277788287
C02212,Field Agent,3599154.4533775994,180000,3419154.4533775994
C00794,Field Agent,3585009.472362826,180000,3405009.472362826
C02222,Field Agent,3575512.9384463993,180000,3395512.9384463993
C02270,Field Agent,3568360.215006576,180000,3388360.215006576
C00140,Field Agent,3564616.7662887997,180000,3384616.7662887997
C02467,Field Agent,3545722.1268323995,180000,3365722.1268323995
C01282,Field Agent,3534004.9731427995,180000,3354004.9731427995
C00650,Field Agent,3518654.0999999996,180000,3338654.0999999996
C00051,Field Agent,3497007.98525,180000,3317007.98525
C02310,Field Agent,3476263.5574311996,180000,3296263.5574311996
C02233,Field Agent,3450892.2620129995,180000,3270892.2620129995
C01777,Field Agent,3450740.1218649996,180000,3270740.1218649996
C01522,Field Agent,3447976.1587595996,180000,3267976.1587595996
C00443,Field Agent,3436781.572976999,180000,3256781.572976999
C00946,Field Agent,3424646.80854,180000,3244646.80854
C00831,Field Agent,3417507.8576599997,180000,3237507.8576599997
C01369,Field Agent,3410047.0051095993,180000,3230047.0051095993
C01078,Field Agent,3404866.5972551997,180000,3224866.5972551997
C00294,Field Agent,3371105.0616424,180000,3191105.0616424
C00394,Field Agent,3352440.5037084003,180000,3172440.5037084003
C01715,Field Agent,3332262.6327424,180000,3152262.6327424
C00804,Field Agent,3320160.823395,180000,3140160.823395
C00809,Field Agent,3314782.1432482,180000,3134782.1432482
C02459,Field Agent,3306264.4477983993,180000,3126264.4477983993
C00256,Field Agent,3290895.884963,180000,3110895.884963
C01569,Field Agent,3288518.9969622,180000,3108518.9969622
C01151,Field Agent,3284999.1386836,180000,3104999.1386836
C00516,Field Agent,3282987.0098291994,180000,3102987.0098291994
C00599,Field Agent,3270124.5831863997,180000,3090124.5831863997
C02359,Field Agent,3267760.158272,180000,3087760.158272
C00413,Field Agent,3266971.1870849994,180000,3086971.1870849994
C01313,Field Agent,3264862.5459232,180000,3084862.5459232
C00437,Field Agent,3253215.8679408003,180000,3073215.8679408003
C00303,Field Agent,3248329.625321599,180000,3068329.625321599
C02037,Field Agent,3236550.1073640003,180000,3056550.1073640003
C01193,Field Agent,3232916.1141317757,180000,3052916.1141317757
C02286,Field Agent,3206456.4231354594,180000,3026456.4231354594
C01716,Field Agent,3204144.3194312,180000,3024144.3194312
C00984,Field Agent,3182330.5704189995,180000,3002330.5704189995
C01619,Field Agent,3156112.1351208,180000,2976112.1351208
C00664,Field Agent,3135996.9400278,180000,2955996.9400278
C00067,Field Agent,3130451.5573656,180000,2950451.5573656
C01337,Field Agent,3127660.1556839994,180000,2947660.1556839994
C01419,Field Agent,3116783.8183084,180000,2936783.8183084
C01722,Field Agent,3107373.5355125996,180000,2927373.5355125996
C01258,Field Agent,3101023.846533,180000,2921023.846533
C00610,Field Agent,3100892.683854,180000,2920892.683854
C00537,Field Agent,3079510.7366347997,180000,2899510.7366347997
C00961,Field Agent,3062900.9651051997,180000,2882900.9651051997
C02165,Field Agent,3043105.299187959,180000,2863105.299187959
C00730,Field Agent,3039422.5146394004,180000,2859422.5146394004
C00702,Field Agent,3033129.8760722,180000,2853129.8760722
C00693,Field Agent,3015216.7269881996,180000,2835216.7269881996
C02369,Field Agent,2998577.227004584,180000,2818577.227004584
C00340,Field Agent,2996894.8149283878,180000,2816894.8149283878
C01572,Field Agent,2992901.5525248,180000,2812901.5525248
C02014,Field Agent,2992192.7006759997,180000,2812192.7006759997
C02326,Field Agent,2982248.9623871995,180000,2802248.9623871995
C02136,Field Agent,2979580.9873169335,180000,2799580.9873169335
C01471,Field Agent,2978583.4944299995,180000,2798583.4944299995
C00595,Field Agent,2977695.7495271997,180000,2797695.7495271997
C00271,Field Agent,2976753.557223,180000,2796753.557223
C01332,Field Agent,2974812.8694147496,180000,2794812.8694147496
C01488,Field Agent,2970292.0650131996,180000,2790292.0650131996
C01825,Field Agent,2968545.4692299995,180000,2788545.4692299995
C01005,Field Agent,2958434.2062235996,180000,2778434.2062235996
C00542,Field Agent,2951055.2704719994,180000,2771055.2704719994
C00109,Field Agent,2946795.2437530663,180000,2766795.2437530663
C00619,Field Agent,2939031.8902326003,180000,2759031.8902326003
C00404,Field Agent,2933124.3053424,180000,2753124.3053424
C02382,Field Agent,2930537.292436,180000,2750537.292436
C02452,Field Agent,2928227.2936949995,180000,2748227.2936949995
C00014,Field Agent,2900783.34517192,180000,2720783.34517192
C01564,Field Agent,2881493.8405066836,180000,2701493.8405066836
C01416,Field Agent,2873259.4508999996,180000,2693259.4508999996
C01062,Field Agent,2872844.8253777996,180000,2692844.8253777996
C00321,Field Agent,2866283.408448,180000,2686283.408448
C01004,Field Agent,2866113.690569362,180000,2686113.690569362
C01911,Field Agent,2865354.8873296,180000,2685354.8873296
C02012,Field Agent,2859498.3669328,180000,2679498.3669328
C00220,Field Agent,2858317.564531,180000,2678317.564531
C02311,Field Agent,2856404.727141,180000,2676404.727141
C02346,Field Agent,2843256.9469709997,180000,2663256.9469709997
C02357,Field Agent,2838688.2928927997,180000,2658688.2928927997
C00453,Field Agent,2833207.8434462,180000,2653207.8434462
C01837,Field Agent,2826022.00166,180000,2646022.00166
C01396,Field Agent,2820596.3711918,180000,2640596.3711918
C00550,Field Agent,2820540.1909301993,180000,2640540.1909301993
C01256,Field Agent,2814704.9581985795,180000,2634704.9581985795
C01973,Field Agent,2809472.5346444,180000,2629472.5346444
C00447,Field Agent,2806067.0028628,180000,2626067.0028628
C01281,Field Agent,2802299.6196139995,180000,2622299.6196139995
C01824,Field Agent,2799132.3950694273,180000,2619132.3950694273
C02228,Field Agent,2795329.1317871995,180000,2615329.1317871995
C00299,Field Agent,2794414.9275395996,180000,2614414.9275395996
C01382,Field Agent,2787933.9049259997,180000,2607933.9049259997
C00953,Field Agent,2783596.7890807996,180000,2603596.7890807996
C01269,Field Agent,2777044.0509740394,180000,2597044.0509740394
C00975,Field Agent,2768134.2463224,180000,2588134.2463224
C00439,Field Agent,2762346.4521323997,180000,2582346.4521323997
C01616,Field Agent,2743681.6222943994,180000,2563681.6222943994
C01879,Field Agent,2740472.9344740002,180000,2560472.9344740002
C00452,Field Agent,2726758.523478,180000,2546758.523478
C02272,Field Agent,2723268.2483487995,180000,2543268.2483487995
C01013,Field Agent,2708584.52676,180000,2528584.52676
C02202,Field Agent,2702249.9193347995,180000,2522249.9193347995
C01192,Field Agent,2696906.3680944,180000,2516906.3680944
C01695,Field Agent,2692033.7686528,180000,2512033.7686528
C00389,Field Agent,2675669.9540575994,180000,2495669.9540575994
C01528,Field Agent,2674778.014647,180000,2494778.014647
C02491,Field Agent,2667721.4410985596,180000,2487721.4410985596
C00955,Field Agent,2654935.302553113,180000,2474935.302553113
C00225,Field Agent,2649066.34312,180000,2469066.34312
C01851,Field Agent,2647606.7785487995,180000,2467606.7785487995
C00091,Field Agent,2642695.7565002795,180000,2462695.7565002795
C01154,Field Agent,2626591.2531504,180000,2446591.2531504
C00375,Field Agent,2614257.3228903995,180000,2434257.3228903995
C01140,Field Agent,2604408.4927391997,180000,2424408.4927391997
C01684,Field Agent,2603851.4153483994,180000,2423851.4153483994
C00493,Field Agent,2595902.7299948,180000,2415902.7299948
C00304,Field Agent,2587765.987332,180000,2407765.987332
C02328,Field Agent,2583888.4751679995,180000,2403888.4751679995
C00956,Field Agent,2583807.0957392002,180000,2403807.0957392002
C02496,Field Agent,2583754.0110013997,180000,2403754.0110013997
C00976,Field Agent,2579015.3481351994,180000,2399015.3481351994
C00393,Field Agent,2573530.9248881997,180000,2393530.9248881997
C01461,Field Agent,2568193.4900784,180000,2388193.4900784
C01874,Field Agent,2560407.3438029997,180000,2380407.3438029997
C02278,Field Agent,2557485.7093042,180000,2377485.7093042
C01557,Field Agent,2555776.5519351996,180000,2375776.5519351996
C01252,Field Agent,2542352.0529879997,180000,2362352.0529879997
C00134,Field Agent,2541180.7723302,180000,2361180.7723302
C00506,Field Agent,2540907.2128303996,180000,2360907.2128303996
C02118,Field Agent,2535949.3513704003,180000,2355949.3513704003
C00281,Field Agent,2529734.9485681998,180000,2349734.9485681998
C01653,Field Agent,2521721.3914319035,180000,2341721.3914319035
C01921,Field Agent,2518102.7582723997,180000,2338102.7582723997
C00551,Field Agent,2506857.1534916,180000,2326857.1534916
C00992,Field Agent,2504968.782404,180000,2324968.782404
C02006,Field Agent,2482770.1111254,180000,2302770.1111254
C00751,Field Agent,2482079.769936,180000,2302079.769936
C02003,Call Center,1792557.7090721999,25000,1767557.7090721999
C00581,Call Center,1787618.7631259998,25000,1762618.7631259998
C02280,Call Center,1783204.4350512,25000,1758204.4350512
C01342,Call Center,1778571.9705851998,25000,1753571.9705851998
C00401,Call Center,1773767.3171819998,25000,1748767.3171819998
C00234,Call Center,1772093.8504416,25000,1747093.8504416
C00528,Call Center,1769237.0381699998,25000,1744237.0381699998
C01174,Call Center,1767456.7213322879,25000,1742456.7213322879
C01207,Call Center,1765213.9370459998,25000,1740213.9370459998
C00632,Call Center,1755454.668198,25000,1730454.668198
C02174,Call Center,1754384.022783,25000,1729384.022783
C00999,Call Center,1752692.8618835998,25000,1727692.8618835998
C02454,Call Center,1750479.2659871997,25000,1725479.2659871997
C01873,Call Center,1749490.9931519998,25000,1724490.9931519998
C01798,Call Center,1748947.5603185599,25000,1723947.5603185599
C01007,Call Center,1748505.455738118,25000,1723505.455738118
C01988,Call Center,1747221.0255359998,25000,1722221.0255359998
C02356,Call Center,1734080.6843052001,25000,1709080.6843052001
C01719,Call Center,1730246.354284,25000,1705246.354284
C01527,Call Center,1727896.6322100002,25000,1702896.6322100002
C00685,Call Center,1726155.17400648,25000,1701155.17400648
C00290,Call Center,1724102.119824,25000,1699102.119824
C02292,Call Center,1701285.680598,25000,1676285.680598
C01566,Call Center,1690637.7072564,25000,1665637.7072564
C00737,Call Center,1688400.2485896002,25000,1663400.2485896002
C02186,Call Center,1687003.51118082,25000,1662003.51118082
C01546,Call Center,1686632.355072,25000,1661632.355072
C01673,Call Center,1683354.61028462,25000,1658354.61028462
C02384,Call Center,1656401.1197831999,25000,1631401.1197831999
C01490,Call Center,1654866.2409804,25000,1629866.2409804
C01884,Call Center,1649536.602588,25000,1624536.602588
C01674,Call Center,1648138.6949875678,25000,1623138.6949875678
C00195,Call Center,1645994.4471935998,25000,1620994.4471935998
C00836,Call Center,1644584.2139664,25000,1619584.2139664
C00177,Call Center,1639769.658198,25000,1614769.658198
C02004,Call Center,1638589.1342898,25000,1613589.1342898
C01927,Call Center,1632180.9969191998,25000,1607180.9969191998
C00311,Call Center,1631519.9724096,25000,1606519.9724096
C01918,Call Center,1627270.1310599998,25000,1602270.1310599998
C00429,Call Center,1616098.9083035998,25000,1591098.9083035998
C00260,Call Center,1610017.1642184001,25000,1585017.1642184001
C00444,Call Center,1602633.3496992001,25000,1577633.3496992001
C01421,Call Center,1595505.136302,25000,1570505.136302
C01120,Call Center,1580257.0107744,25000,1555257.0107744
C00370,Call Center,1574860.7306711997,25000,1549860.7306711997
C02213,Call Center,1573996.0389709356,25000,1548996.0389709356
C00974,Call Center,1559868.696792,25000,1534868.696792
C02423,Call Center,1559569.6943464675,25000,1534569.6943464675
C01593,Call Center,1558603.521796048,25000,1533603.521796048
C01923,Call Center,1557616.3620618298,25000,1532616.3620618298
C00498,Call Center,1556367.7104948,25000,1531367.7104948
C00603,Call Center,1553965.8976799997,25000,1528965.8976799997
C00013,Call Center,1548590.3134296,25000,1523590.3134296
C00254,Call Center,1547016.11987832,25000,1522016.11987832
C00441,Call Center,1544886.0237887998,25000,1519886.0237887998
C01061,Call Center,1542636.1832489998,25000,1517636.1832489998
C00971,Call Center,1538501.0980332,25000,1513501.0980332
C01442,Call Center,1534703.9429360519,25000,1509703.9429360519
C02151,Call Center,1531661.5203120003,25000,1506661.5203120003
C01233,Call Center,1531185.9315606,25000,1506185.9315606
C01961,Call Center,1529907.2212284,25000,1504907.2212284
C01198,Call Center,1529221.5577911998,25000,1504221.5577911998
C00636,Call Center,1524752.7797906038,25000,1499752.7797906038
C01367,Call Center,1524499.7028643196,25000,1499499.7028643196
C01286,Call Center,1523448.6640968001,25000,1498448.6640968001
C00558,Call Center,1520779.163904,25000,1495779.163904
C01672,Call Center,1517670.3490452,25000,1492670.3490452
C01866,Call Center,1513666.2515655798,25000,1488666.2515655798
C01465,Call Center,1509404.3442324,25000,1484404.3442324
C02217,Call Center,1506092.1835679999,25000,1481092.1835679999
C02079,Call Center,1501158.0254328,25000,1476158.0254328
C02445,Call Center,1499206.4624627999,25000,1474206.4624627999
C01260,Call Center,1498841.8460154715,25000,1473841.8460154715
C00749,Call Center,1484188.8283488,25000,1459188.8283488
C00621,Call Center,1483758.4014623999,25000,1458758.4014623999
C01951,Call Center,1483293.9228491997,25000,1458293.9228491997
C01895,Call Center,1481197.9103711997,25000,1456197.9103711997
C01268,Call Center,1480939.8719471998,25000,1455939.8719471998
C00137,Call Center,1480414.777367904,25000,1455414.777367904
C01524,Call Center,1480011.7866206397,25000,1455011.7866206397
C01049,Call Center,1478860.9280893276,25000,1453860.9280893276
C01235,Call Center,1476491.2712088,25000,1451491.2712088
C02016,Call Center,1474793.3825827297,25000,1449793.3825827297
C00593,Call Center,1469878.1539696802,25000,1444878.1539696802
C02388,Call Center,1468716.4890216,25000,1443716.4890216
C00637,Call Center,1467648.6996696,25000,1442648.6996696
C00176,Call Center,1462720.264362,25000,1437720.264362
C01091,Call Center,1457574.6995376,25000,1432574.6995376
C02372,Call Center,1448956.7457960001,25000,1423956.7457960001
C01377,Call Center,1447144.303542,25000,1422144.303542
C00400,Call Center,1446196.477444992,25000,1421196.477444992
C00859,Call Center,1440140.7480515998,25000,1415140.7480515998
C00174,Call Center,1439841.2433888,25000,1414841.2433888
C00611,Call Center,1438071.4092149998,25000,1413071.4092149998
C01547,Call Center,1434735.0129,25000,1409735.0129
C00351,Call Center,1431500.3789604001,25000,1406500.3789604001
C01649,Call Center,1430807.1315048,25000,1405807.1315048
C00966,Call Center,1428950.5324199281,25000,1403950.5324199281
C00715,Call Center,1427646.6696289699,25000,1402646.6696289699
C01526,Call Center,1418557.5244763999,25000,1393557.5244763999
C01605,Call Center,1417212.9996689279,25000,1392212.9996689279
C00780,Call Center,1410992.6446822498,25000,1385992.6446822498
C00765,Call Center,1409033.1241904397,25000,1384033.1241904397
C00469,Call Center,1404285.149698704,25000,1379285.149698704
C02308,Call Center,1404277.88476864,25000,1379277.88476864
C00307,Call Center,1404206.625935904,25000,1379206.625935904
C01191,Call Center,1403674.22895,25000,1378674.22895
C00604,Call Center,1402334.1191159997,25000,1377334.1191159997
C00206,Call Center,1398175.7450471998,25000,1373175.7450471998
C00219,Call Center,1395048.4982742,25000,1370048.4982742
C00625,Call Center,1388824.0857876,25000,1363824.0857876
C02474,Call Center,1386531.9668255998,25000,1361531.9668255998
C02464,Call Center,1385030.2779936,25000,1360030.2779936
C01311,Call Center,1384201.6705439999,25000,1359201.6705439999
C00714,Call Center,1383542.3425958399,25000,1358542.3425958399
C01234,Call Center,1382839.971283316,25000,1357839.971283316
C00980,Call Center,1379611.2438192002,25000,1354611.2438192002
C00684,Call Center,1378727.4635977498,25000,1353727.4635977498
C02312,Call Center,1376845.6839984,25000,1351845.6839984
C01046,Call Center,1376245.943184,25000,1351245.943184
C00318,Call Center,1366186.9788839999,25000,1341186.9788839999
C00199,Call Center,1363351.9610592,25000,1338351.9610592
C02084,Call Center,1359553.19346,25000,1334553.19346
C00138,Call Center,1343378.89917,25000,1318378.89917
C01051,Call Center,1339761.637494,25000,1314761.637494
C00248,Call Center,1337523.1757999999,25000,1312523.1757999999
C00658,Call Center,1334321.8036974,25000,1309321.8036974
C00876,Call Center,1332863.54770968,25000,1307863.54770968
C01306,Call Center,1330445.3101632001,25000,1305445.3101632001
C00490,Call Center,1327891.4441351998,25000,1302891.4441351998
C01958,Call Center,1326136.6115423997,25000,1301136.6115423997
C00909,Call Center,1321368.1486992,25000,1296368.1486992
C02231,Call Center,1316118.4361598,25000,1291118.4361598
C00562,Call Center,1314709.9680708,25000,1289709.9680708
C01403,Call Center,1314619.7689104476,25000,1289619.7689104476
C01589,Call Center,1314516.7370285997,25000,1289516.7370285997
C00188,Call Center,1314410.7763566778,25000,1289410.7763566778
C01636,Call Center,1313908.076544,25000,1288908.076544
C01035,Call Center,1311098.7441551997,25000,1286098.7441551997
C01844,Call Center,1310287.401423,25000,1285287.401423
C00044,Call Center,1307053.3107701999,25000,1282053.3107701999
C02156,Call Center,1302398.7495792,25000,1277398.7495792
C02338,Call Center,1300111.3091232,25000,1275111.3091232
C00819,Call Center,1295260.0874136,25000,1270260.0874136
C01290,Call Center,1291733.552822328,25000,1266733.552822328
C00487,Call Center,1291253.3079012001,25000,1266253.3079012001
C02110,Call Center,1290577.4364672,25000,1265577.4364672
C00703,Call Center,1287452.378394,25000,1262452.378394
C02046,Call Center,1286657.902152,25000,1261657.902152
C02001,Call Center,1286051.0373396,25000,1261051.0373396
C00589,Call Center,1285734.9133944,25000,1260734.9133944
C02254,Call Center,1285166.06666448,25000,1260166.06666448
C01793,Call Center,1278474.6444287996,25000,1253474.6444287996
C01787,Call Center,1274018.7417132002,25000,1249018.7417132002
C00790,Call Center,1273076.4620657999,25000,1248076.4620657999
C00488,Call Center,1272305.2100858956,25000,1247305.2100858956
C01842,Call Center,1271171.7064494,25000,1246171.7064494
C02179,Call Center,1269637.4471676,25000,1244637.4471676
C02424,Call Center,1266963.7609020001,25000,1241963.7609020001
C01510,Call Center,1265063.257185,25000,1240063.257185
C00344,Call Center,1264200.8346996,25000,1239200.8346996
C01410,Call Center,1261459.4149709998,25000,1236459.4149709998
C00273,Call Center,1260372.602985048,25000,1235372.602985048
C01460,Call Center,1258714.434115992,25000,1233714.434115992
C02250,Call Center,1257821.2069332,25000,1232821.2069332
C00201,Call Center,1255465.0841960637,25000,1230465.0841960637
C02275,Call Center,1252896.6992136,25000,1227896.6992136
C01867,Call Center,1251854.8378433997,25000,1226854.8378433997
C01679,Call Center,1249644.849894,25000,1224644.849894
C00759,Call Center,1247970.425877,25000,1222970.425877
C01855,Call Center,1246886.5382567998,25000,1221886.5382567998
C02140,Call Center,1245317.5533792,25000,1220317.5533792
C01371,Call Center,1243424.1211392,25000,1218424.1211392
C00841,Call Center,1241894.7655043998,25000,1216894.7655043998
C00421,Call Center,1233934.4401859997,25000,1208934.4401859997
C01978,Call Center,1228768.4873142,25000,1203768.4873142
C02022,Call Center,1227186.0116334,25000,1202186.0116334
