Document_ID,Customer_ID,Document_Type,Document_Date,Image_Quality_Score,OCR_Confidence,Fields_Extracted,Expected_Fields,File_Size_KB,Status,Field_Completeness,Extracted_OCR_Confidence,Document_Confidence,Processing_Decision,Review_Reason
DOC0000066,C000411,Slip Gaji,2025-10-14,0.819,0.995,8,9,2669,VALID,0.8888888888888888,0.866,0.8793222222222221,Human Review,Borderline confidence
DOC0000070,C000599,KTP,2025-05-16,0.774,0.79,11,6,4977,VALID,1.0,0.9369999999999999,0.88995,Human Review,Borderline confidence
DOC0000071,C000297,Surat Kerja,2024-11-06,0.673,0.886,6,6,3400,VALID,1.0,0.964,0.88855,Human Review,Poor image quality
DOC0000073,C000456,Rekening Koran,2024-05-21,0.807,1.0,4,8,2440,VALID,0.5,1.0,0.82675,Human Review,Low field completeness
DOC0000074,C000329,KTP,2024-07-11,0.806,0.946,6,7,2491,VALID,0.8571428571428571,0.975,0.8989357142857144,Human Review,Borderline confidence
DOC0000075,C000506,KTP,2025-05-08,0.658,0.844,8,9,2081,VALID,0.8888888888888888,0.874,0.8192222222222223,Human Review,Poor image quality
DOC0000076,C000469,KTP,2026-07-20,0.739,0.967,10,7,2454,VALID,1.0,0.876,0.8864,Human Review,Borderline confidence
DOC0000077,C000482,Rekening Koran,2026-05-02,0.823,0.85,7,8,2947,VALID,0.875,0.9205,0.8741749999999999,Human Review,Borderline confidence
DOC0000078,C000349,KTP,2025-01-26,0.852,0.937,5,6,1747,VALID,0.8333333333333334,0.937,0.8898333333333335,Human Review,Borderline confidence
DOC0000081,C000200,Surat Kerja,2026-08-21,0.731,0.967,10,8,3276,VALID,1.0,0.8895,0.8891249999999999,Human Review,Borderline confidence
DOC0000082,C000387,Form Aplikasi,2026-08-28,0.713,0.93,9,9,1784,VALID,1.0,0.875,0.8739999999999999,Human Review,Borderline confidence
DOC0000083,C000209,Surat Kerja,2024-02-10,0.798,0.975,6,11,1270,INVALID,0.5454545454545454,0.889,0.7932636363636364,Human Review,Low field completeness
DOC0000084,C000288,KTP,2025-03-20,0.785,0.859,10,7,261,VALID,1.0,0.859,0.87575,Human Review,Borderline confidence
DOC0000086,C000517,KTP,2025-03-19,0.786,1.0,4,11,2611,VALID,0.36363636363636365,1.0,0.787409090909091,Human Review,Low field completeness
DOC0000087,C000371,Rekening Koran,2024-01-30,0.811,1.0,7,11,2659,INVALID,0.6363636363636364,0.9625,0.8487159090909091,Human Review,Low field completeness
DOC0000088,C000244,Slip Gaji,2025-07-03,0.628,0.885,11,11,1002,VALID,1.0,0.9413333333333332,0.8692166666666666,Human Review,Poor image quality
DOC0000090,C000096,Form Aplikasi,2025-05-10,0.708,0.772,11,7,2524,VALID,1.0,0.814,0.8277,Human Review,Low OCR confidence
DOC0000092,C000240,Form Aplikasi,2024-12-12,0.858,0.838,11,8,1236,VALID,1.0,0.81,0.8736999999999999,Human Review,Low OCR confidence
DOC0000096,C000457,Rekening Koran,2026-01-09,0.831,0.986,4,7,282,VALID,0.5714285714285714,0.986,0.8436071428571429,Human Review,Low field completeness
DOC0000098,C000544,Surat Kerja,2024-03-01,0.751,0.955,5,8,825,VALID,0.625,0.955,0.8215,Human Review,Low field completeness
DOC0000099,C000002,Form Aplikasi,2024-01-30,0.859,0.893,6,8,2202,INVALID,0.75,0.893,0.84875,Human Review,Low field completeness
DOC0000100,C000327,Slip Gaji,2026-04-21,0.995,0.728,10,10,1720,VALID,1.0,0.728,0.8627499999999999,Human Review,Low OCR confidence
DOC0000103,C000169,NPWP,2025-06-17,0.637,0.918,8,8,880,VALID,1.0,0.9025000000000001,0.862825,Human Review,Poor image quality
DOC0000104,C000696,Slip Gaji,2026-05-05,0.824,0.829,11,11,470,INVALID,1.0,0.899,0.8949999999999999,Human Review,Borderline confidence
DOC0000105,C000253,Slip Gaji,2025-05-30,0.937,0.945,7,9,1642,VALID,0.7777777777777778,0.94,0.8994444444444445,Human Review,Low field completeness
DOC0000110,C000207,Surat Kerja,2026-04-27,0.845,0.99,10,11,1328,VALID,0.9090909090909091,0.801,0.8673727272727272,Human Review,Low OCR confidence
DOC0000111,C000130,Slip Gaji,2025-07-07,0.906,1.0,6,10,3610,VALID,0.6,0.89,0.8380000000000001,Human Review,Low field completeness
DOC0000112,C000688,Rekening Koran,2025-03-04,0.836,0.864,7,11,542,NEEDS_REVIEW,0.6363636363636364,0.92,0.819690909090909,Human Review,Low field completeness
DOC0000114,C000601,Slip Gaji,2025-10-07,0.606,0.761,7,8,2623,VALID,0.875,0.761,0.7507499999999999,Human Review,Poor image quality
DOC0000115,C000457,Surat Kerja,2026-01-01,1.0,0.82,9,11,4317,VALID,0.8181818181818182,0.82,0.8645454545454545,Human Review,Low OCR confidence
DOC0000116,C000558,Slip Gaji,2026-09-15,1.0,0.883,7,10,3619,NEEDS_REVIEW,0.7,0.954,0.8913499999999999,Human Review,Low field completeness
DOC0000117,C000440,Slip Gaji,2025-01-29,1.0,0.978,4,9,2912,VALID,0.4444444444444444,0.958,0.8431111111111111,Human Review,Low field completeness
DOC0000118,C000654,KTP,2024-11-28,0.864,0.932,5,7,3448,VALID,0.7142857142857143,1.0,0.8843714285714286,Human Review,Low field completeness
DOC0000119,C000017,Slip Gaji,2026-08-12,0.687,0.905,6,7,2432,VALID,0.8571428571428571,0.905,0.8385357142857143,Human Review,Poor image quality
DOC0000121,C000671,Rekening Koran,2024-11-08,0.625,0.909,10,7,4393,NEEDS_REVIEW,1.0,0.909,0.8607499999999999,Human Review,Poor image quality
DOC0000123,C000387,Surat Kerja,2024-03-22,0.76,0.865,6,8,868,INVALID,0.75,0.865,0.81,Human Review,Low field completeness
DOC0000126,C000455,Rekening Koran,2025-02-17,0.785,0.989,8,11,3755,VALID,0.7272727272727273,0.9255,0.8503431818181817,Human Review,Low field completeness
DOC0000127,C000238,Slip Gaji,2024-03-15,0.634,0.885,11,6,3904,VALID,1.0,0.885,0.851,Human Review,Poor image quality
DOC0000129,C000666,Form Aplikasi,2024-06-13,0.897,0.957,6,11,227,VALID,0.5454545454545454,0.957,0.8391136363636362,Human Review,Low field completeness
DOC0000130,C000110,Slip Gaji,2026-07-05,0.919,1.0,8,9,3329,NEEDS_REVIEW,0.8888888888888888,0.831,0.8928222222222222,Human Review,Low OCR confidence
DOC0000131,C000131,Surat Kerja,2026-04-08,0.422,0.772,11,10,1759,VALID,1.0,0.857,0.77125,Human Review,Poor image quality
DOC0000133,C000646,NPWP,2026-05-28,0.856,0.801,4,8,2334,VALID,0.5,0.9075,0.776775,Human Review,Low field completeness
DOC0000134,C000304,NPWP,2024-06-01,0.887,0.959,7,10,3620,VALID,0.7,0.929,0.86575,Human Review,Low field completeness
DOC0000135,C000323,NPWP,2025-07-09,0.913,0.947,5,6,3416,INVALID,0.8333333333333334,0.9015,0.8941583333333333,Human Review,Borderline confidence
DOC0000136,C000408,Rekening Koran,2024-02-10,0.9,0.886,5,7,1857,VALID,0.7142857142857143,0.848,0.8332714285714286,Human Review,Low field completeness
DOC0000137,C000663,Surat Kerja,2025-08-12,0.847,0.938,8,10,4542,VALID,0.8,0.8725,0.8578250000000001,Human Review,Borderline confidence
DOC0000139,C000467,NPWP,2024-06-11,0.905,0.811,10,11,4314,VALID,0.9090909090909091,0.811,0.8590227272727273,Human Review,Low OCR confidence
DOC0000140,C000639,KTP,2025-10-29,0.827,0.883,6,10,4578,VALID,0.6,0.883,0.79825,Human Review,Low field completeness
DOC0000141,C000637,Rekening Koran,2026-01-15,0.607,0.881,6,7,3157,VALID,0.8571428571428571,0.881,0.8065357142857142,Human Review,Poor image quality
DOC0000142,C000502,Slip Gaji,2026-09-03,0.8,0.949,9,11,4815,VALID,0.8181818181818182,0.751,0.8097454545454545,Human Review,Low OCR confidence
DOC0000145,C000535,Rekening Koran,2025-09-25,0.695,1.0,6,7,1348,VALID,0.8571428571428571,0.838,0.8313357142857143,Human Review,Poor image quality
DOC0000147,C000235,Surat Kerja,2024-04-25,0.851,0.894,7,8,4993,VALID,0.875,0.894,0.8785,Human Review,Borderline confidence
DOC0000150,C000354,Rekening Koran,2025-07-06,0.955,0.924,4,11,236,VALID,0.36363636363636365,0.88,0.776259090909091,Human Review,Low field completeness
DOC0000152,C000534,Surat Kerja,2024-12-19,0.697,0.846,7,7,1237,INVALID,1.0,0.99,0.89765,Human Review,Poor image quality
DOC0000153,C000524,Rekening Koran,2026-07-04,0.831,0.918,4,7,835,VALID,0.5714285714285714,0.918,0.8096071428571427,Human Review,Low field completeness
DOC0000154,C000197,KTP,2024-03-08,0.86,0.85,4,6,1743,INVALID,0.6666666666666666,0.85,0.8066666666666666,Human Review,Low field completeness
DOC0000156,C000296,Surat Kerja,2025-01-29,0.867,0.913,8,10,3594,VALID,0.8,0.978,0.896,Human Review,Borderline confidence
DOC0000157,C000325,Slip Gaji,2026-01-29,0.795,0.911,4,8,947,VALID,0.5,0.85,0.7579,Human Review,Low field completeness
DOC0000158,C000031,Slip Gaji,2026-04-03,0.976,0.932,5,8,4595,NEEDS_REVIEW,0.625,0.9365,0.867825,Human Review,Low field completeness
DOC0000159,C000275,Form Aplikasi,2025-04-18,0.566,0.797,9,11,1502,VALID,0.8181818181818182,0.866,0.7686954545454546,Human Review,Poor image quality
DOC0000160,C000005,Rekening Koran,2025-07-20,1.0,1.0,0,9,323,VALID,0.0,1.0,0.75,Human Review,Low field completeness
DOC0000161,C000261,Slip Gaji,2025-05-01,0.74,0.903,6,9,856,VALID,0.6666666666666666,0.8823333333333333,0.7959333333333333,Human Review,Low field completeness
DOC0000162,C000270,Rekening Koran,2026-04-24,0.702,0.978,4,8,85,VALID,0.5,0.898,0.7615000000000001,Human Review,Low field completeness
DOC0000164,C000654,Slip Gaji,2024-01-27,1.0,0.812,5,11,567,VALID,0.45454545454545453,0.999,0.8350863636363637,Human Review,Low field completeness
DOC0000165,C000074,KTP,2025-02-26,0.848,0.858,6,8,1281,VALID,0.75,0.858,0.8285,Human Review,Low field completeness
DOC0000168,C000368,KTP,2024-03-27,0.923,0.968,8,11,4046,VALID,0.7272727272727273,0.968,0.8965681818181819,Human Review,Low field completeness
DOC0000172,C000323,Rekening Koran,2025-06-16,0.785,0.972,4,7,897,VALID,0.5714285714285714,0.881,0.7932571428571427,Human Review,Low field completeness
DOC0000173,C000677,Slip Gaji,2025-01-24,0.806,0.906,8,10,4855,VALID,0.8,0.941,0.86675,Human Review,Borderline confidence
DOC0000175,C000432,Surat Kerja,2024-02-08,0.904,0.893,5,11,1258,VALID,0.45454545454545453,0.9819999999999999,0.8172863636363636,Human Review,Low field completeness
DOC0000176,C000347,KTP,2026-09-15,0.89,0.804,6,11,2860,VALID,0.5454545454545454,1.0,0.8294636363636364,Human Review,Low field completeness
DOC0000178,C000599,NPWP,2025-05-20,0.866,0.743,7,7,2856,NEEDS_REVIEW,1.0,0.743,0.8380000000000001,Human Review,Low OCR confidence
DOC0000179,C000510,Rekening Koran,2025-08-30,0.527,0.882,11,10,1168,VALID,1.0,0.882,0.82275,Human Review,Poor image quality
DOC0000181,C000439,Slip Gaji,2025-10-30,0.672,0.928,11,9,4662,VALID,1.0,0.914,0.8771,Human Review,Poor image quality
DOC0000182,C000150,KTP,2024-07-17,0.635,0.824,7,7,4060,NEEDS_REVIEW,1.0,0.912,0.85155,Human Review,Poor image quality
DOC0000183,C000172,NPWP,2024-03-21,1.0,0.893,5,8,1873,VALID,0.625,0.893,0.85275,Human Review,Low field completeness
DOC0000184,C000026,Form Aplikasi,2025-06-29,1.0,0.936,6,9,4522,VALID,0.6666666666666666,0.949,0.8892166666666665,Human Review,Low field completeness
DOC0000186,C000641,Slip Gaji,2024-10-15,0.815,0.983,6,10,1011,VALID,0.6,1.0,0.8512,Human Review,Low field completeness
DOC0000187,C000139,KTP,2026-08-22,1.0,0.987,5,11,3126,NEEDS_REVIEW,0.45454545454545453,0.987,0.8571363636363637,Human Review,Low field completeness
DOC0000189,C000535,Rekening Koran,2025-04-27,0.84,0.77,4,6,3641,VALID,0.6666666666666666,0.9616666666666666,0.8287499999999999,Human Review,Low field completeness
DOC0000191,C000144,Slip Gaji,2024-02-10,0.838,0.956,5,9,321,VALID,0.5555555555555556,0.94,0.8207888888888888,Human Review,Low field completeness
DOC0000193,C000142,NPWP,2024-04-22,0.672,1.0,4,8,1191,VALID,0.5,1.0,0.793,Human Review,Low field completeness
DOC0000196,C000412,Rekening Koran,2025-05-12,0.85,0.875,4,8,2601,VALID,0.5,0.887,0.7792,Human Review,Low field completeness
DOC0000199,C000300,Form Aplikasi,2026-02-17,0.871,1.0,9,11,4806,VALID,0.8181818181818182,0.923,0.8953454545454546,Human Review,Borderline confidence
DOC0000200,C000419,Surat Kerja,2025-03-01,0.865,0.807,8,7,3022,VALID,1.0,0.866,0.8904,Human Review,Borderline confidence
DOC0000201,C000521,KTP,2026-01-02,0.858,0.729,6,9,624,NEEDS_REVIEW,0.6666666666666666,0.894,0.8034166666666666,Human Review,Low field completeness
DOC0000203,C000496,Slip Gaji,2024-09-05,0.695,0.936,6,8,706,VALID,0.75,0.936,0.8292499999999999,Human Review,Low field completeness
DOC0000205,C000314,Slip Gaji,2024-12-09,1.0,0.936,7,10,1265,VALID,0.7,0.932,0.8916000000000001,Human Review,Low field completeness
DOC0000210,C000555,Form Aplikasi,2024-05-08,1.0,0.889,7,10,1398,VALID,0.7,0.889,0.8695,Human Review,Low field completeness
DOC0000211,C000440,Slip Gaji,2026-07-27,0.764,0.954,5,7,3753,NEEDS_REVIEW,0.7142857142857143,0.954,0.8465714285714285,Human Review,Low field completeness
DOC0000212,C000041,Rekening Koran,2026-01-09,0.695,0.86,5,7,4074,VALID,0.7142857142857143,0.794,0.7592214285714286,Human Review,Low field completeness
DOC0000213,C000645,KTP,2026-07-02,0.762,0.818,11,7,1763,VALID,1.0,0.7965,0.841975,Human Review,Low OCR confidence
DOC0000214,C000675,Rekening Koran,2025-08-31,0.67,0.912,10,9,1941,INVALID,1.0,0.876,0.8609,Human Review,Poor image quality
DOC0000216,C000510,KTP,2026-03-20,0.846,0.78,5,7,930,VALID,0.7142857142857143,0.8883333333333333,0.8179880952380952,Human Review,Low field completeness
DOC0000217,C000137,Rekening Koran,2024-05-14,0.691,0.896,11,6,2106,VALID,1.0,0.885,0.8668999999999999,Human Review,Poor image quality
DOC0000218,C000170,Slip Gaji,2026-07-12,0.732,0.906,7,8,724,VALID,0.875,0.906,0.85475,Human Review,Borderline confidence
DOC0000220,C000083,KTP,2024-09-11,0.779,0.953,7,11,3189,VALID,0.6363636363636364,0.828,0.786590909090909,Human Review,Low field completeness
DOC0000222,C000051,KTP,2024-08-15,0.989,0.812,8,10,3044,INVALID,0.8,0.9219999999999999,0.8917499999999999,Human Review,Borderline confidence
DOC0000223,C000090,Form Aplikasi,2024-07-06,0.648,0.988,8,11,3744,INVALID,0.7272727272727273,0.774,0.7629181818181817,Human Review,Low field completeness
DOC0000224,C000113,Slip Gaji,2026-01-19,0.938,0.791,9,9,2565,VALID,1.0,0.791,0.88,Human Review,Low OCR confidence
DOC0000227,C000447,Form Aplikasi,2024-04-07,0.776,0.928,6,9,3955,VALID,0.6666666666666666,0.928,0.8246666666666665,Human Review,Low field completeness
DOC0000228,C000427,Form Aplikasi,2026-09-06,0.914,0.892,5,9,1527,INVALID,0.5555555555555556,0.904,0.817588888888889,Human Review,Low field completeness
DOC0000229,C000461,KTP,2025-08-28,0.68,0.828,7,8,351,VALID,0.875,0.828,0.80275,Human Review,Poor image quality
DOC0000231,C000367,Surat Kerja,2026-05-16,0.881,0.81,7,10,4011,VALID,0.7,0.96,0.8527499999999999,Human Review,Low field completeness
DOC0000232,C000172,KTP,2025-01-06,0.725,0.871,9,11,2695,VALID,0.8181818181818182,0.8694999999999999,0.8207704545454546,Human Review,Borderline confidence
DOC0000233,C000087,NPWP,2025-03-25,0.983,0.897,4,8,4859,VALID,0.5,0.863,0.80735,Human Review,Low field completeness
DOC0000234,C000405,Form Aplikasi,2026-04-07,0.875,0.863,5,7,1121,VALID,0.7142857142857143,0.8175,0.8128964285714285,Human Review,Low field completeness
DOC0000236,C000406,NPWP,2026-07-27,0.849,0.908,9,8,2281,VALID,1.0,0.835,0.8906999999999999,Human Review,Low OCR confidence
DOC0000237,C000118,KTP,2025-04-12,0.762,0.919,10,7,4013,VALID,1.0,0.88,0.88635,Human Review,Borderline confidence
DOC0000238,C000589,Surat Kerja,2024-07-25,0.767,0.864,6,10,1145,VALID,0.6,0.864,0.7737499999999999,Human Review,Low field completeness
DOC0000239,C000455,Slip Gaji,2026-06-28,0.792,0.998,6,9,2270,VALID,0.6666666666666666,0.98,0.8573666666666666,Human Review,Low field completeness
DOC0000242,C000382,Rekening Koran,2026-07-18,1.0,1.0,7,11,2680,VALID,0.6363636363636364,0.97,0.898590909090909,Human Review,Low field completeness
DOC0000243,C000699,KTP,2026-01-07,0.871,0.715,6,8,2822,NEEDS_REVIEW,0.75,0.715,0.7627499999999999,Human Review,Low field completeness
DOC0000244,C000328,Rekening Koran,2025-08-10,0.896,0.991,4,9,2205,VALID,0.4444444444444444,0.876,0.7903611111111111,Human Review,Low field completeness
DOC0000247,C000344,Form Aplikasi,2026-04-29,0.623,0.932,9,7,3222,NEEDS_REVIEW,1.0,0.916,0.8661500000000001,Human Review,Poor image quality
DOC0000252,C000160,Rekening Koran,2024-09-12,0.814,0.963,9,11,1433,VALID,0.8181818181818182,0.963,0.8895454545454545,Human Review,Borderline confidence
DOC0000255,C000632,KTP,2024-07-15,0.965,0.865,8,11,4769,VALID,0.7272727272727273,0.865,0.8555681818181817,Human Review,Low field completeness
DOC0000257,C000251,Rekening Koran,2024-01-19,0.892,0.825,8,10,1170,VALID,0.8,0.825,0.8354999999999999,Human Review,Low OCR confidence
DOC0000260,C000363,KTP,2026-08-09,0.878,0.872,5,11,1021,VALID,0.45454545454545453,0.966,0.8020363636363637,Human Review,Low field completeness
DOC0000264,C000662,Slip Gaji,2026-05-09,0.721,0.856,7,11,690,VALID,0.6363636363636364,0.914,0.787640909090909,Human Review,Low field completeness
DOC0000265,C000181,Form Aplikasi,2026-05-07,0.814,0.766,6,7,430,VALID,0.8571428571428571,0.888,0.8434857142857143,Human Review,Borderline confidence
DOC0000267,C000313,NPWP,2024-10-09,0.79,0.923,5,7,831,VALID,0.7142857142857143,1.0,0.8645214285714286,Human Review,Low field completeness
DOC0000268,C000093,Slip Gaji,2024-02-17,0.849,0.876,8,9,1402,VALID,0.8888888888888888,0.876,0.8724722222222222,Human Review,Borderline confidence
DOC0000269,C000196,NPWP,2025-02-17,0.699,0.972,4,8,1301,VALID,0.5,0.972,0.78575,Human Review,Low field completeness
DOC0000272,C000632,Surat Kerja,2024-10-11,0.849,0.868,9,6,1882,VALID,1.0,0.838,0.8857499999999999,Human Review,Low OCR confidence
DOC0000274,C000590,Rekening Koran,2024-07-26,1.0,0.963,4,10,4731,VALID,0.4,0.963,0.8314999999999999,Human Review,Low field completeness
DOC0000276,C000181,Form Aplikasi,2026-05-12,0.683,0.955,7,7,2691,NEEDS_REVIEW,1.0,0.955,0.89825,Human Review,Poor image quality
DOC0000277,C000159,Slip Gaji,2024-07-05,0.812,0.919,9,10,2354,VALID,0.9,0.857,0.8658,Human Review,Borderline confidence
DOC0000278,C000127,Slip Gaji,2025-04-05,0.971,0.963,7,9,1857,INVALID,0.7777777777777778,0.8945000000000001,0.8947194444444444,Human Review,Low field completeness
DOC0000280,C000666,Surat Kerja,2024-08-26,0.866,0.957,5,9,823,VALID,0.5555555555555556,0.923,0.8219888888888888,Human Review,Low field completeness
DOC0000281,C000497,Form Aplikasi,2026-04-05,1.0,0.932,8,10,955,VALID,0.8,0.884,0.8992000000000001,Human Review,Borderline confidence
DOC0000282,C000244,Form Aplikasi,2024-01-15,0.836,0.883,10,7,1731,VALID,1.0,0.843,0.8865,Human Review,Low OCR confidence
DOC0000283,C000192,Slip Gaji,2026-09-07,0.706,0.907,6,8,1693,VALID,0.75,0.907,0.8175,Human Review,Low field completeness
DOC0000284,C000423,Slip Gaji,2024-01-26,0.879,0.992,4,9,4010,VALID,0.4444444444444444,1.0,0.8296611111111112,Human Review,Low field completeness
DOC0000286,C000535,Form Aplikasi,2024-11-04,0.643,1.0,4,6,1440,VALID,0.6666666666666666,1.0,0.8274166666666667,Human Review,Low field completeness
DOC0000287,C000459,Surat Kerja,2024-12-14,0.799,1.0,4,10,1437,VALID,0.4,0.908,0.76755,Human Review,Low field completeness
DOC0000288,C000596,Rekening Koran,2024-02-12,0.884,0.949,4,11,990,NEEDS_REVIEW,0.36363636363636365,0.949,0.7864090909090908,Human Review,Low field completeness
DOC0000289,C000189,Rekening Koran,2025-04-12,0.927,0.914,6,8,2553,VALID,0.75,0.885,0.8661,Human Review,Low field completeness
DOC0000293,C000009,Rekening Koran,2024-03-08,0.852,0.969,7,11,1365,VALID,0.6363636363636364,0.969,0.856590909090909,Human Review,Low field completeness
DOC0000294,C000626,Slip Gaji,2025-04-15,0.763,0.964,5,10,592,NEEDS_REVIEW,0.5,0.964,0.79775,Human Review,Low field completeness
DOC0000297,C000334,KTP,2025-12-06,0.932,0.88,8,9,2272,NEEDS_REVIEW,0.8888888888888888,0.847,0.8836722222222222,Human Review,Low OCR confidence
DOC0000298,C000066,Surat Kerja,2026-07-27,0.862,0.9,6,11,2722,VALID,0.5454545454545454,0.9,0.8018636363636363,Human Review,Low field completeness
DOC0000300,C000439,Slip Gaji,2024-10-16,0.795,0.896,8,7,4833,VALID,1.0,0.841,0.8775,Human Review,Low OCR confidence
DOC0000301,C000086,Surat Kerja,2026-06-28,0.933,0.875,8,11,4018,VALID,0.7272727272727273,0.905,0.8630681818181819,Human Review,Low field completeness
DOC0000302,C000321,Rekening Koran,2024-03-21,0.862,0.911,9,11,4357,VALID,0.8181818181818182,0.911,0.8755454545454546,Human Review,Borderline confidence
DOC0000304,C000109,NPWP,2026-05-10,0.918,0.824,9,10,1602,VALID,0.9,0.824,0.8665,Human Review,Low OCR confidence
DOC0000308,C000365,NPWP,2025-01-27,0.926,0.72,7,6,969,VALID,1.0,0.826,0.8785999999999999,Human Review,Low OCR confidence
DOC0000309,C000104,KTP,2024-10-14,0.834,0.762,10,6,4768,VALID,1.0,0.762,0.8394999999999999,Human Review,Low OCR confidence
DOC0000310,C000047,KTP,2024-05-02,0.875,0.665,5,6,2902,VALID,0.8333333333333334,0.8915,0.8388583333333334,Human Review,Borderline confidence
