Account_ID,Degree,Out_Degree,Incoming_Tx,Outgoing_Tx,Fraud_Risk_Score,Risk_Rank
A00112,13,7,6.0,7.0,0.4942250304869445,88
A00810,16,9,7.0,9.0,0.49406449933206725,89
A00313,14,6,8.0,6.0,0.49383772745314825,90
A00853,15,8,7.0,8.0,0.4936000864538431,91
A00886,11,7,4.0,7.0,0.4921659696240823,92
A00505,15,7,8.0,7.0,0.4903635598124504,93
A00961,16,7,9.0,7.0,0.48965670896022867,94
A00597,10,8,2.0,8.0,0.4863461969046592,95
A00759,14,7,7.0,7.0,0.48349127605849673,96
A00561,12,7,5.0,7.0,0.48197730277033574,97
A00329,14,8,6.0,8.0,0.4803338388501002,98
A01191,16,8,8.0,8.0,0.47912284252253007,99
A00982,12,8,4.0,8.0,0.4788145373745407,100
A00648,11,9,2.0,10.0,0.47775421454492045,101
A00508,14,8,7.0,8.0,0.4771223683142813,102
A01116,17,11,6.0,11.0,0.4763913486097283,103
A00137,10,9,1.0,9.0,0.47195843881074806,104
A00325,15,8,7.0,8.0,0.4705794387305092,105
A00604,12,8,4.0,8.0,0.47039723048537163,106
A00493,11,6,5.0,6.0,0.4702296271055611,107
A00012,9,4,5.0,4.0,0.4690696782221902,108
A00190,12,6,6.0,6.0,0.46885594599472125,109
A00416,13,8,5.0,8.0,0.4685176097425588,110
A00905,10,7,3.0,7.0,0.4671479522706063,111
A00105,13,8,5.0,8.0,0.4663133629054289,112
A00446,13,6,7.0,6.0,0.46569954485798387,113
A00806,10,6,4.0,6.0,0.46374340275378245,114
A00657,11,6,5.0,6.0,0.46300509391037414,115
A00129,14,8,6.0,8.0,0.46243685910413035,116
A00856,12,7,5.0,7.0,0.46100853492631977,117
A00673,12,7,5.0,7.0,0.4583202541849706,118
A01134,13,6,7.0,6.0,0.4572796442047874,119
A00298,12,6,7.0,6.0,0.45628867399848816,120
A00718,15,8,7.0,8.0,0.45592095347457634,121
A00619,11,6,5.0,6.0,0.45452375525814376,122
A00970,11,6,5.0,6.0,0.45380454310081814,123
A00854,13,6,7.0,7.0,0.4534495066106326,124
A00020,13,8,5.0,8.0,0.4529908489127846,125
A00925,15,8,7.0,8.0,0.4526430168460154,126
A00196,12,7,5.0,7.0,0.45175508352482924,127
A00792,10,6,4.0,6.0,0.45124540768987986,128
A00126,10,9,1.0,9.0,0.4509212054309965,129
A00901,10,6,4.0,6.0,0.44873775902657714,130
A00156,14,6,8.0,6.0,0.44813793576869443,131
A00532,10,6,4.0,6.0,0.44717098110292464,132
A01035,10,5,5.0,5.0,0.44709050549634344,133
A01097,11,7,4.0,7.0,0.4464073589853514,134
A00289,12,9,3.0,9.0,0.44578230942151315,135
A00392,13,6,7.0,6.0,0.4454023294407258,136
A00097,16,8,8.0,8.0,0.44483866867590016,137
A00869,14,6,8.0,6.0,0.44468526043497625,138
A01140,14,7,7.0,7.0,0.44199748702401215,139
A00838,12,6,7.0,6.0,0.44062535197294506,140
A01025,12,6,6.0,6.0,0.4404405375820094,141
A00331,16,7,9.0,7.0,0.439055295581836,142
A01154,13,7,6.0,7.0,0.4390260759918318,143
A00543,11,7,4.0,7.0,0.4389499015445303,144
A00936,10,6,4.0,6.0,0.4369777362873229,145
A00485,8,6,2.0,6.0,0.4350716691706768,146
A00389,11,7,4.0,8.0,0.4322068972682128,147
A00422,13,8,5.0,9.0,0.4317120320022398,148
A00343,10,7,3.0,7.0,0.4312530823082643,149
A00059,11,7,5.0,7.0,0.4310415437737324,150
A00632,12,6,6.0,7.0,0.42962799479991143,151
A00449,13,6,7.0,6.0,0.4290396560499706,152
A00472,13,10,3.0,10.0,0.4287192466439847,153
A00027,10,7,3.0,7.0,0.4271765039424464,154
A00789,11,7,4.0,7.0,0.42502684699311466,155
A00555,10,6,4.0,6.0,0.4242753653895454,156
A00908,16,9,7.0,9.0,0.424267400767448,157
A00832,14,6,8.0,6.0,0.42241430242199146,158
A00418,16,8,8.0,8.0,0.42073341768943545,159
A00107,11,9,2.0,9.0,0.4206352083981196,160
A00234,11,7,4.0,7.0,0.4200529485572871,161
A00248,12,6,6.0,6.0,0.4181849613036537,162
A00346,10,6,4.0,6.0,0.41801315460550786,163
A00645,15,6,9.0,6.0,0.41756481002199886,164
A01006,13,7,6.0,7.0,0.4175008267126457,165
A00802,11,6,6.0,6.0,0.4170636128569854,166
A00270,11,8,3.0,8.0,0.41639195419539365,167
A00503,13,6,7.0,6.0,0.4160684373600806,168
A00274,14,6,8.0,6.0,0.4160668116475752,169
A00776,14,6,8.0,6.0,0.4155293776947705,170
A00074,11,7,4.0,7.0,0.4149187260592718,171
A00758,10,6,4.0,6.0,0.4149170691122116,172
A00015,10,8,2.0,8.0,0.41470434943912726,173
A01108,13,9,4.0,9.0,0.4139594048627977,174
A00573,13,7,6.0,7.0,0.41318854502920016,175
A01153,14,7,7.0,7.0,0.4126169736678189,176
A00621,13,6,7.0,6.0,0.41126912135227717,177
A00637,12,6,6.0,6.0,0.4108828523291555,178
A00541,8,6,2.0,6.0,0.4096918558123586,179
A00071,12,7,5.0,7.0,0.4094347502853542,180
A00731,14,6,9.0,6.0,0.40891901900781563,181
A00750,10,5,5.0,5.0,0.4085962400311562,182
A00396,11,7,4.0,7.0,0.4075469017429229,183
A00184,12,7,5.0,7.0,0.406292444174326,184
A00189,8,4,4.0,4.0,0.406207711267242,185
A00286,15,8,7.0,8.0,0.40609354320031726,186
A00075,13,7,7.0,7.0,0.40545581152547006,187
A00168,10,6,4.0,6.0,0.40539229281851974,188
A00367,9,6,3.0,6.0,0.40532792748579827,189
A00707,13,8,5.0,8.0,0.4052199022520334,190
A01038,9,5,4.0,5.0,0.404696889779093,191
A00669,12,6,6.0,6.0,0.4037883446578086,192
A00782,15,6,10.0,6.0,0.4035871144534127,193
A00644,15,7,8.0,7.0,0.4035528759966097,194
A00617,10,4,6.0,4.0,0.4035039082740017,195
A00715,10,6,4.0,7.0,0.4031232793229783,196
A00518,12,8,4.0,8.0,0.40309564888951716,197
A00633,15,6,9.0,6.0,0.4027778359295063,198
A00927,8,6,2.0,6.0,0.40128644870183017,199
A00706,11,8,3.0,8.0,0.4009584150093088,200
A00122,14,6,8.0,7.0,0.4005192308959729,201
A00594,14,7,8.0,7.0,0.4003057792449061,202
A01058,13,8,5.0,8.0,0.399830673014398,203
A00296,8,6,2.0,6.0,0.39949230378799244,204
A00694,9,4,5.0,4.0,0.3991703016200161,205
A00067,8,6,2.0,6.0,0.3991179664322628,206
A00783,12,6,6.0,6.0,0.3989380802080701,207
A00337,11,7,4.0,7.0,0.398929532998785,208
A00738,11,7,4.0,7.0,0.398764098927068,209
A00155,14,8,6.0,8.0,0.3982169355237975,210
A00880,11,7,4.0,7.0,0.3981613583126315,211
A01066,12,7,5.0,7.0,0.3973449826294637,212
A00498,11,10,1.0,10.0,0.39714214309078877,213
A00796,10,6,4.0,6.0,0.3971238888747667,214
A01017,16,8,8.0,8.0,0.3962048469633369,215
A00756,6,2,4.0,2.0,0.39616951316542665,216
A00391,10,7,3.0,7.0,0.39470724516471944,217
A00482,12,6,6.0,6.0,0.394539882975513,218
A00444,12,8,4.0,9.0,0.3945189858189829,219
A00037,13,8,5.0,8.0,0.3943831783134301,220
A00004,10,6,4.0,6.0,0.39421743975199325,221
A00636,12,6,6.0,6.0,0.39408971930173187,222
A00946,14,7,7.0,7.0,0.39362641221554306,223
A00898,11,7,4.0,7.0,0.3935568076093705,224
A00963,15,9,6.0,9.0,0.39346325367817364,225
A00852,8,6,2.0,6.0,0.3917838007523745,226
A00702,11,6,5.0,6.0,0.3916202793701921,227
A01026,12,6,6.0,6.0,0.3910964935421299,228
A00194,10,6,4.0,6.0,0.3908712247248631,229
A00461,11,6,5.0,6.0,0.3900508853302913,230
A00208,13,6,7.0,6.0,0.3899478698090388,231
A00823,12,8,4.0,8.0,0.38892881432046034,232
A01020,12,8,4.0,8.0,0.38785421592804287,233
A00119,14,7,7.0,7.0,0.3876781294032618,234
A00010,9,6,3.0,6.0,0.3872687389067557,235
A00995,14,7,7.0,7.0,0.3871623915040054,236
A00355,13,7,6.0,7.0,0.38693955297048904,237
A00479,11,6,5.0,6.0,0.3868968585160798,238
A01126,11,8,3.0,8.0,0.3853566504313246,239
A00492,13,7,6.0,7.0,0.3853428301505362,240
A01068,12,6,6.0,6.0,0.38483159249558296,241
A00953,11,7,4.0,7.0,0.38458190708626466,242
A01016,12,6,6.0,6.0,0.3841325267120254,243
A00135,12,9,3.0,9.0,0.3841027394285731,244
A00345,10,7,3.0,7.0,0.3838832265546526,245
A00305,12,6,6.0,6.0,0.3836978137169239,246
A00626,14,7,7.0,7.0,0.3834586314660526,247
A00928,12,8,4.0,8.0,0.38254530900495903,248
A00310,10,6,4.0,6.0,0.3825068830726717,249
A00968,9,6,3.0,6.0,0.38214626354064457,250
A00445,14,7,7.0,7.0,0.38204713898086906,251
A00565,5,4,1.0,4.0,0.38123906616561903,252
A00166,12,8,4.0,8.0,0.3810921978686534,253
A00290,16,10,8.0,10.0,0.3805206564833548,254
A00608,14,9,5.0,9.0,0.37942350374711675,255
A00394,16,8,8.0,8.0,0.3790138805559799,256
A00964,10,6,4.0,6.0,0.3782305180510451,257
A01137,9,6,3.0,7.0,0.37822465146069834,258
A00606,15,7,8.0,7.0,0.37717732739914905,259
A00451,6,4,2.0,4.0,0.37578154133952957,260
A00651,12,6,6.0,6.0,0.3757356206667819,261
A01172,14,6,8.0,6.0,0.3756408637672064,262
A00919,12,6,6.0,6.0,0.3748702891952209,263
A00102,9,6,3.0,6.0,0.3741529420994282,264
A00578,10,6,4.0,6.0,0.37342970345605403,265
A00104,12,7,5.0,7.0,0.37341305300297634,266
A00316,15,8,7.0,8.0,0.3726956783525418,267
A00226,16,10,6.0,10.0,0.37206194449251123,268
A00658,12,7,5.0,7.0,0.37163891783425046,269
A00398,13,6,7.0,6.0,0.3698777701117138,270
A00896,10,7,3.0,7.0,0.3695093316830501,271
A00895,11,9,2.0,9.0,0.3678913449220895,272
A01027,11,7,4.0,7.0,0.36743427513265065,273
A00146,5,2,3.0,2.0,0.36740778729591506,274
A01120,11,7,4.0,7.0,0.3669483050633048,275
A00786,10,5,5.0,5.0,0.366480976413933,276
A00283,10,7,3.0,7.0,0.3662260717579317,277
A00457,12,7,5.0,7.0,0.36591640018198723,278
A00480,9,4,5.0,4.0,0.36466474184554504,279
A00115,9,7,2.0,7.0,0.36462721439379736,280
A00477,10,4,6.0,4.0,0.36353921523764493,281
A00509,12,6,6.0,7.0,0.3631771619929279,282
A00304,13,7,6.0,7.0,0.36050037400009655,283
A00577,10,6,4.0,6.0,0.3600807325319194,284
A01142,6,2,4.0,2.0,0.3592211923289609,285
A00311,13,6,7.0,6.0,0.3590698955422125,286
A01059,11,8,3.0,8.0,0.35901063005369543,287
A00350,13,6,7.0,7.0,0.3586867645556166,288
A00403,11,7,4.0,7.0,0.35867417111978395,289
A01028,15,6,9.0,6.0,0.35774174877369175,290
A00056,14,7,7.0,7.0,0.3565273972700887,291
A00054,10,6,4.0,6.0,0.3560770084764439,292
A00434,9,5,4.0,5.0,0.3555628865831929,293
A01077,11,6,5.0,6.0,0.35547388180918926,294
A00191,16,7,9.0,7.0,0.3554501754504527,295
A00410,11,7,4.0,7.0,0.3548338052745103,296
A00161,12,7,5.0,7.0,0.354621260353633,297
A00867,13,7,6.0,7.0,0.3546163253778094,298
A00341,16,7,9.0,7.0,0.35399284485951127,299
A00265,12,8,4.0,8.0,0.353908504618687,300
A00147,9,6,3.0,6.0,0.35348563758811097,301
A00319,15,7,8.0,7.0,0.35346144098557214,302
A00475,14,6,8.0,6.0,0.3518233743081076,303
A01170,14,6,8.0,6.0,0.3517124088468521,304
A00198,12,6,6.0,6.0,0.35118276707187607,305
A00820,11,7,4.0,7.0,0.35113018307212995,306
A00812,11,6,5.0,6.0,0.3508933541717145,307
A00979,15,7,8.0,7.0,0.35087215420656154,308
A00243,13,8,5.0,8.0,0.35077756698067253,309
A00501,10,6,4.0,6.0,0.3506462823604538,310
A00858,11,6,6.0,7.0,0.35056566003401896,311
A01175,10,6,4.0,6.0,0.34638698885951225,312
A00133,15,6,9.0,6.0,0.34598330498722357,313
A00317,9,6,3.0,6.0,0.345835552654115,314
A00258,7,6,1.0,6.0,0.34543756061893216,315
A00868,6,4,2.0,4.0,0.3453789550571984,316
A00679,13,8,5.0,8.0,0.34536130634511264,317
A00025,12,6,6.0,6.0,0.3452983902505589,318
A00558,13,6,7.0,6.0,0.3451016084910036,319
A01199,10,7,3.0,7.0,0.34448190089725667,320
A00834,10,4,6.0,4.0,0.3440725479032157,321
A00145,10,6,4.0,6.0,0.34388777932937875,322
A00359,8,3,5.0,3.0,0.343671114503881,323
A00828,8,4,4.0,4.0,0.3428459444433054,324
A00111,9,6,3.0,6.0,0.3426294418772653,325
A00746,11,6,5.0,6.0,0.34246551556872634,326
A00424,13,8,5.0,8.0,0.3418052097052784,327
A00691,13,7,6.0,7.0,0.3409949235551574,328
A00778,10,6,4.0,6.0,0.3409185484033045,329
A00254,12,6,6.0,6.0,0.3393409742372819,330
A00363,13,7,6.0,8.0,0.33911321936153865,331
A01113,14,7,8.0,7.0,0.33821776216486743,332
A00087,14,9,5.0,9.0,0.3376662348657478,333
A00084,13,7,6.0,7.0,0.33729724336927414,334
A01095,13,6,7.0,6.0,0.33600688040581506,335
A00932,8,3,5.0,3.0,0.33588944154719075,336
A00730,13,8,5.0,8.0,0.3350498020193693,337
A01033,16,11,5.0,11.0,0.334906650094075,338
A00491,11,6,6.0,6.0,0.33399044166243963,339
A00200,9,6,3.0,6.0,0.33348912905679157,340
A00690,16,8,8.0,8.0,0.3334801987027392,341
A00510,11,7,4.0,7.0,0.3332619325168537,342
A00353,15,6,9.0,6.0,0.33181953194953456,343
A00864,12,7,5.0,8.0,0.33016240284744713,344
A00153,15,7,8.0,7.0,0.329997696806689,345
A00641,12,9,3.0,9.0,0.32979215830191017,346
A00076,9,4,5.0,4.0,0.32934669613422346,347
A00195,12,9,3.0,9.0,0.3287216668292787,348
A00656,8,4,4.0,4.0,0.3284592611444482,349
A01060,12,7,6.0,7.0,0.32828937289296733,350
A01112,10,5,5.0,5.0,0.32822911707562924,351
A00566,12,7,5.0,7.0,0.3281840374824254,352
A00967,8,5,3.0,5.0,0.32813749803039755,353
A00833,7,5,2.0,5.0,0.32786661030665887,354
A00008,7,4,3.0,4.0,0.3270571318522458,355
A00570,14,7,7.0,7.0,0.32609554478295794,356
A00801,11,6,5.0,6.0,0.32502976080249263,357
A00390,13,6,7.0,7.0,0.32496002519655587,358
A01057,13,6,7.0,6.0,0.3242580875417337,359
A00529,10,6,4.0,6.0,0.3242520842409743,360
A01098,9,7,2.0,7.0,0.32411975389305775,361
A00763,9,5,4.0,6.0,0.32344130074903,362
A00420,9,4,5.0,4.0,0.32341771467819724,363
A00990,10,5,5.0,5.0,0.3232120624275529,364
A00043,11,6,6.0,7.0,0.3222672050783902,365
A00481,8,6,2.0,6.0,0.3206950377751193,366
A00950,13,7,6.0,7.0,0.32049557905092496,367
A00814,13,8,5.0,9.0,0.31955363867436554,368
A00221,12,7,5.0,7.0,0.3195116678378783,369
A01049,4,2,2.0,2.0,0.31879303024982736,370
A00473,14,8,6.0,8.0,0.3186307786010503,371
A01064,13,7,6.0,7.0,0.3185603971650089,372
A00585,8,3,5.0,3.0,0.31812131703723595,373
A00344,14,6,8.0,6.0,0.31805739757491575,374
A00665,7,5,2.0,5.0,0.3168530996290542,375
A00271,14,6,8.0,6.0,0.3165579800390912,376
A00972,9,5,4.0,5.0,0.3158152364755271,377
A00992,13,8,5.0,8.0,0.31536602014219134,378
A00297,16,8,9.0,9.0,0.31429897237130466,379
A00031,16,7,9.0,7.0,0.31419978427970446,380
A00906,11,6,5.0,6.0,0.31397692258892956,381
A01115,13,6,7.0,6.0,0.3137752068966957,382
A00178,10,6,4.0,6.0,0.3126911861894214,383
A00086,13,7,6.0,7.0,0.3117035611795433,384
A00537,14,8,6.0,8.0,0.3107436846038307,385
A00085,14,7,7.0,7.0,0.3106720681663579,386
A00266,12,6,6.0,6.0,0.31061800641101694,387
A01063,8,3,5.0,3.0,0.31055010545548684,388
A00725,11,8,3.0,8.0,0.3104521918735924,389
A00893,11,6,5.0,6.0,0.3102562534178166,390
A00699,13,6,7.0,6.0,0.3100953633484322,391
A00765,6,5,1.0,5.0,0.30858247312670634,392
A00787,10,4,6.0,4.0,0.3084218688838009,393
A01047,11,6,6.0,6.0,0.3075358546263669,394
A00272,11,6,5.0,7.0,0.30744853676447403,395
A00897,13,9,4.0,9.0,0.30734398747553615,396
A00229,16,7,9.0,7.0,0.30725899997006967,397
A00500,10,7,3.0,8.0,0.30683391698735557,398
A00548,11,6,5.0,6.0,0.3067854475210014,399
A00734,14,6,8.0,6.0,0.30669362017872775,400
A00280,12,7,5.0,7.0,0.3051386734601211,401
A00047,14,8,6.0,8.0,0.3050126312785238,402
A00179,10,6,4.0,7.0,0.30442763097360287,403
A00742,11,6,5.0,6.0,0.3042139087055655,404
A00142,10,4,6.0,4.0,0.30411708769753926,405
A00640,16,7,9.0,7.0,0.30395574339954085,406
A00539,14,9,5.0,9.0,0.3036549490523517,407
A00093,7,3,4.0,4.0,0.3032572539998666,408
A00264,12,7,5.0,7.0,0.30201978854150335,409
A00167,14,6,9.0,6.0,0.3020096011758331,410
A00688,5,2,4.0,2.0,0.3013395725330391,411
A00223,12,8,4.0,9.0,0.3006914951365128,412
A00244,12,6,6.0,6.0,0.3004264654055026,413
A00807,19,11,8.0,11.0,0.29998895882797216,414
A00362,12,8,4.0,9.0,0.2994504833318453,415
A01122,9,7,2.0,7.0,0.2990649709635861,416
A00335,6,2,4.0,2.0,0.2986954145142449,417
A01004,15,10,6.0,10.0,0.2982532230351336,418
A00241,12,7,5.0,7.0,0.29692541095022923,419
A00728,12,10,2.0,10.0,0.2956150148443925,420
A00535,10,9,1.0,9.0,0.2950659466247356,421
A00072,16,7,9.0,7.0,0.29421015391856836,422
A00225,15,7,8.0,8.0,0.29394477143050646,423
A00468,16,9,7.0,9.0,0.2934484822934178,424
A00514,12,7,5.0,7.0,0.29283216580893323,425
A00667,11,7,4.0,7.0,0.2925151484076041,426
A00088,10,6,4.0,6.0,0.29246140621628386,427
A00432,16,9,7.0,9.0,0.29174798583106215,428
A00663,10,5,5.0,5.0,0.28955433392369656,429
A00534,9,6,3.0,6.0,0.2893730404222033,430
A00875,12,6,6.0,6.0,0.2892933385850309,431
A00986,9,5,4.0,6.0,0.2892374054506434,432
A00048,14,7,7.0,7.0,0.28908556704102767,433
A00001,10,5,5.0,5.0,0.2888950433731318,434
A00249,13,8,5.0,8.0,0.2885921629997384,435
A01198,13,8,5.0,8.0,0.28830017462938445,436
A00843,7,2,5.0,2.0,0.2866574282917942,437
A00202,10,5,5.0,5.0,0.2864316444296334,438
A00744,13,9,4.0,9.0,0.2859972489266062,439
A00596,12,7,5.0,7.0,0.28583641491798883,440
A00572,14,8,6.0,8.0,0.2853135915673345,441
A00094,11,7,4.0,7.0,0.2846329407218796,442
A00515,11,6,5.0,6.0,0.28421967845883456,443
A00245,8,6,2.0,6.0,0.2836479253189262,444
A00969,11,7,4.0,7.0,0.2823819097006163,445
A00414,9,5,4.0,5.0,0.28230151073896415,446
A00464,9,5,4.0,5.0,0.28229874703880226,447
A01003,15,7,8.0,7.0,0.2820052519976217,448
A00199,13,8,5.0,8.0,0.28196215197081115,449
A00169,11,8,3.0,8.0,0.28147246500817036,450
A00255,14,8,6.0,8.0,0.281353545433303,451
A00427,10,8,2.0,8.0,0.28116134874570564,452
A00222,9,5,4.0,5.0,0.2809597243952003,453
A00458,8,4,4.0,4.0,0.2798843318107879,454
A00230,6,3,3.0,3.0,0.27968129049909374,455
A00915,16,8,8.0,8.0,0.27923874296936974,456
A00767,8,5,3.0,5.0,0.27882338991862865,457
A00060,10,5,5.0,5.0,0.2783334495772014,458
A00173,13,8,5.0,8.0,0.27822412473832464,459
A00314,9,4,5.0,4.0,0.2781601288414341,460
A01176,16,6,10.0,6.0,0.2780593021781291,461
A01078,13,7,6.0,7.0,0.27715001805881934,462
A00592,9,3,6.0,3.0,0.2770587360594345,463
A00816,8,4,4.0,4.0,0.2767896412589853,464
A01084,12,7,5.0,7.0,0.27639382909002413,465
A00574,10,7,3.0,7.0,0.2760491401028561,466
A00904,13,7,6.0,7.0,0.2758315374638878,467
A00654,11,6,5.0,6.0,0.27518961314159196,468
A00260,10,7,3.0,7.0,0.27488319762645985,469
A00203,6,3,3.0,3.0,0.27474353573776233,470
A00794,7,2,5.0,2.0,0.2745914258758432,471
A00983,5,0,5.0,0.0,0.27432382662159144,472
A00360,26,12,14.0,12.0,0.2739206144313634,473
A00861,13,7,6.0,7.0,0.27391506729264103,474
A00016,7,2,5.0,2.0,0.27381921470013104,475
A00417,7,2,5.0,2.0,0.27381921470013104,476
A00306,15,8,7.0,8.0,0.2737292038901771,477
A01188,8,4,4.0,4.0,0.2726674265324673,478
A00497,14,10,4.0,10.0,0.2725751126405411,479
A00003,7,3,4.0,4.0,0.27213470723496014,480
A00356,13,9,4.0,9.0,0.2714001299419393,481
A01114,11,9,2.0,9.0,0.27093435612327643,482
A01127,11,7,4.0,8.0,0.2703092161352635,483
A00595,7,6,1.0,6.0,0.2703016334388846,484
A00951,12,6,6.0,6.0,0.2702213217500067,485
A00639,13,7,6.0,7.0,0.2696651384420425,486
A00361,6,5,1.0,5.0,0.26851917086508165,487
A00774,9,4,5.0,4.0,0.2682995262947256,488
A00108,9,5,4.0,5.0,0.26785796856869043,489
A00598,10,8,2.0,8.0,0.2676211131760493,490
A00490,10,6,4.0,6.0,0.26759504698606396,491
A01183,13,8,5.0,8.0,0.26735363827929004,492
A00739,11,7,4.0,7.0,0.2669131772563571,493
A00803,14,7,8.0,7.0,0.26606273654204105,494
A00419,9,4,5.0,5.0,0.26593680554515525,495
A01100,10,4,6.0,4.0,0.2657710489939314,496
A00984,16,11,5.0,11.0,0.26531351843076134,497
A00916,18,12,6.0,12.0,0.2649181829678144,498
A01184,9,6,3.0,6.0,0.26405502030168854,499
A00336,9,6,3.0,6.0,0.2638899688388712,500
A00974,6,2,5.0,2.0,0.2635189361617257,501
A00452,9,3,6.0,3.0,0.2635105212291414,502
A00892,12,6,6.0,6.0,0.2631484902155096,503
A00540,12,7,5.0,7.0,0.26300203637326486,504
A00978,9,5,4.0,5.0,0.2615040863988478,505
A00554,10,5,5.0,5.0,0.26136867751359505,506
A00977,8,2,6.0,2.0,0.259105668779619,507
A00624,11,7,4.0,7.0,0.25861662949991626,508
A01155,11,7,4.0,7.0,0.25834504041354106,509
A00846,15,9,6.0,9.0,0.25827295262421535,510
A00760,9,4,5.0,4.0,0.2580897507025275,511
A00646,10,3,7.0,3.0,0.25785037590096443,512
A00930,13,7,6.0,7.0,0.2577661142456981,513
A00745,12,7,5.0,7.0,0.25750645038274267,514
A00334,14,11,3.0,11.0,0.25602751755692027,515
