Account_ID,Degree,In_Degree,Out_Degree,Outgoing_Tx,Total_Outgoing,Avg_Outgoing,Unique_Beneficiaries,Fraudulent_Outgoing,Incoming_Tx,Total_Incoming,Unique_Senders,Fraud_Rate,Degree_Centrality,PageRank,Fraud_Account,Fraud_Risk_Score,Community
A00712,8,3,5,5.0,3977000.0,795400.0,5.0,0.0,3.0,5408000.0,3.0,0.0,0.006672226855713094,0.00042458854383357024,0,0.184042353187689,4
A01169,9,5,4,4.0,6534000.0,1633500.0,4.0,0.0,5.0,16815000.0,5.0,0.0,0.007506255212677231,0.0007339813351303344,0,0.2540789398365282,0
A00185,13,3,10,11.0,19133000.0,1739363.6363636365,10.0,0.0,3.0,2437000.0,3.0,0.0,0.010842368640533777,0.0005464428155115893,0,0.22819570556982224,3
A00405,18,8,10,10.0,17787000.0,1778700.0,10.0,0.0,8.0,13819000.0,8.0,0.0,0.015012510425354461,0.0012082921038232938,0,0.12204478154901607,3
A00346,10,4,6,6.0,11484000.0,1914000.0,6.0,0.0,4.0,6939000.0,4.0,0.0,0.008340283569641367,0.0004896327826212546,0,0.41801315460550786,2
A00799,9,6,3,3.0,9326000.0,3108666.6666666665,3.0,0.0,6.0,24501000.0,6.0,0.0,0.007506255212677231,0.0007634411344803677,0,0.21419889143667997,1
A00986,9,4,5,6.0,9857000.0,1642833.3333333333,5.0,0.0,4.0,14487000.0,4.0,0.0,0.007506255212677231,0.0004863924518967007,0,0.2892374054506434,2
A00658,12,5,7,7.0,9224000.0,1317714.2857142857,7.0,0.0,5.0,12485000.0,5.0,0.0,0.010008340283569641,0.0004122090649044934,0,0.37163891783425046,2
A00881,14,5,9,9.0,14482000.0,1609111.111111111,9.0,0.0,5.0,6495000.0,5.0,0.0,0.011676396997497914,0.0007018722160382253,0,0.22497054284479334,0
A00322,11,8,3,3.0,2931000.0,977000.0,3.0,0.0,8.0,8735000.0,8.0,0.0,0.009174311926605505,0.000810054688028482,0,0.058745165063359334,0
A01165,9,3,6,6.0,7775000.0,1295833.3333333333,6.0,0.0,3.0,2239000.0,3.0,0.0,0.007506255212677231,0.0004211620823373892,0,0.2412863617293956,2
A00900,20,13,7,7.0,10192000.0,1456000.0,7.0,0.0,13.0,54477000.0,13.0,0.0,0.016680567139282735,0.0020328694032970434,0,0.06632803702315457,2
A00765,6,1,5,5.0,8307000.0,1661400.0,5.0,0.0,1.0,3410000.0,1.0,0.0,0.0050041701417848205,0.0002759710924535597,0,0.30858247312670634,1
A00630,11,5,6,6.0,18584000.0,3097333.3333333335,6.0,0.0,5.0,9641000.0,5.0,0.0,0.009174311926605505,0.0006220250731262583,0,0.2203935801901226,1
A00416,13,5,8,8.0,10021000.0,1252625.0,8.0,0.0,5.0,8948000.0,5.0,0.0,0.010842368640533777,0.0008364682292181852,0,0.4685176097425588,3
A00086,13,6,7,7.0,9782000.0,1397428.5714285714,7.0,0.0,6.0,11815000.0,6.0,0.0,0.010842368640533777,0.0012846664940868247,0,0.3117035611795433,3
A00006,19,5,14,14.0,25022000.0,1787285.7142857143,14.0,0.0,5.0,13113000.0,5.0,0.0,0.0158465387823186,0.0005208290832011334,0,0.1601906217391561,5
A00149,23,13,10,10.0,16546000.0,1654600.0,10.0,0.0,13.0,17300000.0,13.0,0.0,0.019182652210175146,0.0012774353916500663,0,0.06409207218650974,3
A00382,12,7,5,5.0,9001000.0,1800200.0,5.0,0.0,7.0,14256000.0,7.0,0.0,0.010008340283569641,0.0008276995309173502,0,0.1537054553551893,0
A00358,16,11,5,5.0,8698000.0,1739600.0,5.0,0.0,11.0,16723000.0,11.0,0.0,0.013344453711426188,0.0019184917517008002,0,0.01547576126250483,5
A00626,14,7,7,7.0,9706000.0,1386571.4285714286,7.0,0.0,7.0,16775000.0,7.0,0.0,0.011676396997497914,0.001066961536467116,0,0.3834586314660526,1
A00050,14,11,3,3.0,4042000.0,1347333.3333333333,3.0,0.0,12.0,18171000.0,11.0,0.0,0.011676396997497914,0.0016802057119679125,0,0.004541826226052717,5
A00581,8,5,3,3.0,2432000.0,810666.6666666666,3.0,0.0,5.0,14918000.0,5.0,0.0,0.006672226855713094,0.001044029120914666,0,0.05366398058588672,0
A00610,15,10,5,5.0,5288000.0,1057600.0,5.0,0.0,10.0,12059000.0,10.0,0.0,0.012510425354462052,0.0010536075122175026,0,0.011312488849649176,0
A00842,11,7,4,4.0,5600000.0,1400000.0,4.0,0.0,8.0,10753000.0,7.0,0.0,0.009174311926605505,0.001580614212359952,0,0.01597277694072913,2
A00933,9,5,4,4.0,13860000.0,3465000.0,4.0,0.0,5.0,22187000.0,5.0,0.0,0.007506255212677231,0.001024926930218781,0,0.039198969185533276,1
A01142,6,4,2,2.0,1110000.0,555000.0,2.0,0.0,4.0,6972000.0,4.0,0.0,0.0050041701417848205,0.00057050177531063,0,0.3592211923289609,1
A00659,14,8,6,6.0,20046000.0,3341000.0,6.0,0.0,8.0,30200000.0,8.0,0.0,0.011676396997497914,0.0011125572237654028,0,0.21761193099773354,1
A00532,10,4,6,6.0,7222000.0,1203666.6666666667,6.0,0.0,4.0,5845000.0,4.0,0.0,0.008340283569641367,0.0006186988786416743,0,0.44717098110292464,0
A01051,18,9,9,9.0,12909000.0,1434333.3333333333,9.0,0.0,9.0,22319000.0,9.0,0.0,0.015012510425354461,0.0009535527888117334,0,0.06906601786743405,4
A00180,15,6,9,9.0,13841000.0,1537888.888888889,9.0,0.0,6.0,13492000.0,6.0,0.0,0.012510425354462052,0.0006409705344011838,0,0.2473305585682004,4
A01183,13,5,8,8.0,15763000.0,1970375.0,8.0,0.0,5.0,5357000.0,5.0,0.0,0.010842368640533777,0.000863451758040664,0,0.26735363827929004,3
A01065,10,4,6,6.0,28830000.0,4805000.0,6.0,0.0,4.0,6545000.0,4.0,0.0,0.008340283569641367,0.0005670197609521988,0,0.6054428441919311,2
A01032,7,2,5,6.0,3421000.0,570166.6666666666,5.0,0.0,2.0,1337000.0,2.0,0.0,0.005838198498748957,0.0003917471270856108,0,0.1325203085084772,1
A00486,11,7,4,4.0,4763000.0,1190750.0,4.0,0.0,7.0,10237000.0,7.0,0.0,0.009174311926605505,0.0011261121940252094,0,0.01210477171876119,1
A00558,13,7,6,6.0,16256000.0,2709333.3333333335,6.0,0.0,7.0,9065000.0,7.0,0.0,0.010842368640533777,0.0008345856435320859,0,0.3451016084910036,5
A00943,8,6,2,2.0,2239000.0,1119500.0,2.0,0.0,6.0,26467000.0,6.0,0.0,0.006672226855713094,0.0008723603733338328,0,0.04364509526079749,4
A00391,10,3,7,7.0,14706000.0,2100857.1428571427,7.0,0.0,3.0,3309000.0,3.0,0.0,0.008340283569641367,0.0005538806124981373,0,0.39470724516471944,3
A00859,9,6,3,3.0,3571000.0,1190333.3333333333,3.0,0.0,6.0,5811000.0,6.0,0.0,0.007506255212677231,0.0008895686019851899,0,0.0836718497085907,3
A01174,7,4,3,3.0,2843000.0,947666.6666666666,3.0,0.0,4.0,10334000.0,4.0,0.0,0.005838198498748957,0.0005065807569965928,0,0.1695771326269057,1
A01196,9,6,3,3.0,6012000.0,2004000.0,3.0,0.0,6.0,14043000.0,6.0,0.0,0.007506255212677231,0.0007733109342832449,0,0.19601730424119745,2
A00291,11,4,7,7.0,10115000.0,1445000.0,7.0,1.0,4.0,15869000.0,4.0,0.14285714285714285,0.009174311926605505,0.0006989377586389192,1,0.7511461691452332,2
A00494,10,7,3,3.0,2891000.0,963666.6666666666,3.0,0.0,7.0,26277000.0,7.0,0.0,0.008340283569641367,0.0010649787613148725,0,0.01846420030961496,2
A00184,12,5,7,7.0,7147000.0,1021000.0,7.0,0.0,5.0,5578000.0,5.0,0.0,0.010008340283569641,0.000837102719065486,0,0.406292444174326,3
A00089,14,9,5,6.0,11777000.0,1962833.3333333333,5.0,0.0,9.0,17786000.0,9.0,0.0,0.011676396997497914,0.0009050132387851984,0,0.1692410437199138,1
A00953,11,4,7,7.0,14504000.0,2072000.0,7.0,0.0,4.0,7820000.0,4.0,0.0,0.009174311926605505,0.0006147137160532389,0,0.38458190708626466,2
A00623,11,6,5,5.0,2661000.0,532200.0,5.0,0.0,6.0,7958000.0,6.0,0.0,0.009174311926605505,0.0005876749740501073,0,0.04769501825431499,0
A01093,13,9,4,4.0,10242000.0,2560500.0,4.0,0.0,9.0,21192000.0,9.0,0.0,0.010842368640533777,0.0007925522956983718,0,0.18771120350047715,5
A00102,9,3,6,6.0,5591000.0,931833.3333333334,6.0,0.0,3.0,5311000.0,3.0,0.0,0.007506255212677231,0.00031369495814772083,0,0.3741529420994282,1
A00576,10,6,4,4.0,8164000.0,2041000.0,4.0,0.0,6.0,12791000.0,6.0,0.0,0.008340283569641367,0.0009007523289821379,0,0.129755496896112,1
A00267,15,3,12,12.0,22578000.0,1881500.0,12.0,0.0,3.0,7404000.0,3.0,0.0,0.012510425354462052,0.0005072185254613196,0,0.18491265544194438,3
A00673,12,5,7,7.0,9006000.0,1286571.4285714286,7.0,0.0,5.0,9357000.0,5.0,0.0,0.010008340283569641,0.0006035949582382341,0,0.4583202541849706,2
A00667,11,4,7,7.0,12688000.0,1812571.4285714286,7.0,0.0,4.0,3736000.0,4.0,0.0,0.009174311926605505,0.0010308043625002034,0,0.2925151484076041,4
A00597,10,2,8,8.0,25531000.0,3191375.0,8.0,0.0,2.0,1811000.0,2.0,0.0,0.008340283569641367,0.00030235334603044377,0,0.4863461969046592,1
A00649,12,3,9,9.0,30982000.0,3442444.4444444445,9.0,0.0,3.0,8379000.0,3.0,0.0,0.010008340283569641,0.0005357656139546688,0,0.5474057399854669,0
A00620,17,10,7,7.0,4930000.0,704285.7142857143,7.0,0.0,10.0,16171000.0,10.0,0.0,0.014178482068390324,0.0014281094549145382,0,0.13202599526068043,0
A00963,15,6,9,9.0,26546000.0,2949555.5555555555,9.0,0.0,6.0,14012000.0,6.0,0.0,0.012510425354462052,0.0005469601428707954,0,0.39346325367817364,5
A01037,13,7,6,6.0,19114000.0,3185666.6666666665,6.0,0.0,7.0,31385000.0,7.0,0.0,0.010842368640533777,0.0011599988821574788,0,0.18778165966974006,1
A00320,8,6,2,2.0,4825000.0,2412500.0,2.0,0.0,6.0,15681000.0,6.0,0.0,0.006672226855713094,0.0008174450787097444,0,0.24573953925482,2
A00766,14,5,9,9.0,15498000.0,1722000.0,9.0,0.0,5.0,9966000.0,5.0,0.0,0.011676396997497914,0.0009139617474562329,0,0.2181672838992604,2
A01110,15,4,11,11.0,11003000.0,1000272.7272727273,11.0,0.0,4.0,10147000.0,4.0,0.0,0.012510425354462052,0.0004880814039682403,0,0.16893453762371896,1
A00878,19,14,5,5.0,7284000.0,1456800.0,5.0,0.0,14.0,50365000.0,14.0,0.0,0.0158465387823186,0.001381850744149896,0,0.01647532260704778,1
A00534,9,3,6,6.0,20864000.0,3477333.3333333335,6.0,0.0,3.0,6419000.0,3.0,0.0,0.007506255212677231,0.0006509175781524123,0,0.2893730404222033,2
A01060,12,5,7,7.0,16370000.0,2338571.4285714286,7.0,0.0,6.0,10192000.0,5.0,0.0,0.010008340283569641,0.0005792731271721635,0,0.32828937289296733,2
A00988,13,6,7,7.0,12260000.0,1751428.5714285714,7.0,0.0,6.0,19991000.0,6.0,0.0,0.010842368640533777,0.001084173861055069,0,0.223100645850614,3
A00753,17,11,6,6.0,25556000.0,4259333.333333333,6.0,0.0,11.0,8467000.0,11.0,0.0,0.014178482068390324,0.0011907557118379774,0,0.24892872230613317,0
A00287,12,5,7,7.0,20880000.0,2982857.1428571427,7.0,0.0,5.0,12538000.0,5.0,0.0,0.010008340283569641,0.0005725040628678422,0,0.2426644746673902,0
A00536,16,9,7,7.0,6628000.0,946857.1428571428,7.0,0.0,9.0,36024000.0,9.0,0.0,0.013344453711426188,0.0009803226362515597,0,0.20893006713208795,0
A00045,18,10,8,8.0,15492000.0,1936500.0,8.0,0.0,10.0,16482000.0,10.0,0.0,0.015012510425354461,0.0013777160751438837,0,0.09905084622401632,1
A00513,6,4,2,2.0,643000.0,321500.0,2.0,1.0,4.0,6421000.0,4.0,0.5,0.0050041701417848205,0.0006301578635132839,1,0.8446484507736812,5
A00067,8,2,6,6.0,10923000.0,1820500.0,6.0,1.0,2.0,2721000.0,2.0,0.16666666666666666,0.006672226855713094,0.0002447450487121612,1,0.3991179664322628,5
A00170,8,4,4,4.0,8792000.0,2198000.0,4.0,1.0,4.0,4855000.0,4.0,0.25,0.006672226855713094,0.0014404048730107715,1,0.12510425816510637,5
A00448,9,2,7,7.0,14493000.0,2070428.5714285714,7.0,1.0,2.0,2812000.0,2.0,0.14285714285714285,0.007506255212677231,0.0004363059024585508,1,0.7614496069334534,0
A01117,15,9,6,7.0,4839000.0,691285.7142857143,6.0,0.0,9.0,17987000.0,9.0,0.0,0.012510425354462052,0.0012002424500936473,0,0.2270849435275745,0
A01144,16,4,12,13.0,34373000.0,2644076.923076923,12.0,0.0,4.0,2094000.0,4.0,0.0,0.013344453711426188,0.0005360663428527929,0,0.15349143329715836,5
A00172,17,7,10,10.0,25937000.0,2593700.0,10.0,0.0,7.0,6063000.0,7.0,0.0,0.014178482068390324,0.0010059510386779534,0,0.11523028810778368,0
A00059,11,4,7,7.0,9479000.0,1354142.857142857,7.0,0.0,5.0,9868000.0,4.0,0.0,0.009174311926605505,0.0005183796948475422,0,0.4310415437737324,3
A00612,14,11,3,3.0,7278000.0,2426000.0,3.0,0.0,11.0,28916000.0,11.0,0.0,0.011676396997497914,0.0019913787587484636,0,0.023674956438531833,3
A00443,11,5,6,6.0,8934000.0,1489000.0,6.0,0.0,5.0,9961000.0,5.0,0.0,0.009174311926605505,0.0007487426414080605,0,0.5311886125848192,0
A00873,18,13,5,5.0,12681000.0,2536200.0,5.0,0.0,13.0,33826000.0,13.0,0.0,0.015012510425354461,0.001798558941062485,0,0.033407084837440496,0
A00132,9,4,5,5.0,5832000.0,1166400.0,5.0,0.0,4.0,15619000.0,4.0,0.0,0.007506255212677231,0.00047076116924538777,0,0.15750004048529784,3
A00025,12,6,6,6.0,5955000.0,992500.0,6.0,0.0,6.0,16780000.0,6.0,0.0,0.010008340283569641,0.0006187383677940183,0,0.3452983902505589,1
A01118,13,5,8,8.0,13692000.0,1711500.0,8.0,0.0,5.0,7246000.0,5.0,0.0,0.010842368640533777,0.0013416760846034234,0,0.22369652383076025,2
A00446,13,7,6,6.0,9880000.0,1646666.6666666667,6.0,0.0,7.0,9432000.0,7.0,0.0,0.010842368640533777,0.0009740322215409993,0,0.46569954485798387,3
A00584,13,7,6,6.0,5479000.0,913166.6666666666,6.0,0.0,7.0,16063000.0,7.0,0.0,0.010842368640533777,0.001052625504031905,0,0.230389844701882,0
A00916,18,6,12,12.0,26073000.0,2172750.0,12.0,0.0,6.0,14384000.0,6.0,0.0,0.015012510425354461,0.0007896985406890917,0,0.2649181829678144,0
A00082,13,7,6,6.0,9007000.0,1501166.6666666667,6.0,1.0,7.0,15122000.0,7.0,0.16666666666666666,0.010842368640533777,0.0008417841424104297,1,0.7186812187900657,3
A00856,12,5,7,7.0,45016000.0,6430857.142857143,7.0,0.0,5.0,7915000.0,5.0,0.0,0.010008340283569641,0.0004982031901813437,0,0.46100853492631977,5
A00789,11,4,7,7.0,7616000.0,1088000.0,7.0,0.0,4.0,8451000.0,4.0,0.0,0.009174311926605505,0.0005531658394257747,0,0.42502684699311466,4
A00456,10,6,4,4.0,5142000.0,1285500.0,4.0,0.0,6.0,10707000.0,6.0,0.0,0.008340283569641367,0.001052898359550761,0,0.02257266820136356,4
A00929,11,6,5,5.0,8745000.0,1749000.0,5.0,0.0,6.0,13361000.0,6.0,0.0,0.009174311926605505,0.0007368346635862291,0,0.1579840401240197,3
A00275,13,9,4,4.0,6426000.0,1606500.0,4.0,0.0,9.0,24711000.0,9.0,0.0,0.010842368640533777,0.0011727726820215448,0,0.012770133388258923,3
A00010,9,3,6,6.0,15007000.0,2501166.6666666665,6.0,0.0,3.0,16072000.0,3.0,0.0,0.007506255212677231,0.0005239212913196596,0,0.3872687389067557,0
A00207,13,7,6,6.0,9261000.0,1543500.0,6.0,0.0,7.0,45440000.0,7.0,0.0,0.010842368640533777,0.0009670400038948809,0,0.23829210501395418,0
A01039,9,5,4,4.0,2168000.0,542000.0,4.0,0.0,5.0,13041000.0,5.0,0.0,0.007506255212677231,0.0005012607599145882,0,0.18762496205361148,3
A00298,12,6,6,6.0,12027000.0,2004500.0,6.0,0.0,7.0,10157000.0,6.0,0.0,0.010008340283569641,0.00081737305034087,0,0.45628867399848816,3
A00888,17,7,10,10.0,17268000.0,1726800.0,10.0,0.0,7.0,5120000.0,7.0,0.0,0.014178482068390324,0.0010083464243908673,0,0.0942809047808544,1
A00762,10,6,4,4.0,6778000.0,1694500.0,4.0,0.0,6.0,31016000.0,6.0,0.0,0.008340283569641367,0.000565355523129518,0,0.18485761883657786,0
A00469,11,5,6,6.0,14978000.0,2496333.3333333335,6.0,0.0,5.0,3808000.0,5.0,0.0,0.009174311926605505,0.0006725077952733757,0,0.2323984825110121,1
A00473,14,6,8,8.0,26121000.0,3265125.0,8.0,0.0,6.0,30948000.0,6.0,0.0,0.011676396997497914,0.0007613711595036512,0,0.3186307786010503,3
A00054,10,4,6,6.0,7610000.0,1268333.3333333333,6.0,0.0,4.0,5449000.0,4.0,0.0,0.008340283569641367,0.00047354786927670113,0,0.3560770084764439,3
A00962,15,4,11,11.0,16244000.0,1476727.2727272727,11.0,0.0,4.0,2776000.0,4.0,0.0,0.012510425354462052,0.0010872323107417264,0,0.12880890463000655,1
A00635,19,12,7,7.0,19470000.0,2781428.5714285714,7.0,0.0,12.0,12911000.0,12.0,0.0,0.0158465387823186,0.0011199512644238724,0,0.07117141417206177,1
A00459,8,5,3,3.0,1109000.0,369666.6666666667,3.0,0.0,5.0,19291000.0,5.0,0.0,0.006672226855713094,0.0007752246864987003,0,0.2166248927110009,5
A00590,16,7,9,9.0,18553000.0,2061444.4444444445,9.0,0.0,8.0,17068000.0,7.0,0.0,0.013344453711426188,0.0009894183321711525,0,0.5143762449454918,5
A00212,17,10,7,7.0,7353000.0,1050428.5714285714,7.0,0.0,10.0,19730000.0,10.0,0.0,0.014178482068390324,0.0010656332848214911,0,0.042302976974075,3
A01090,9,7,2,2.0,7260000.0,3630000.0,2.0,0.0,7.0,111745000.0,7.0,0.0,0.007506255212677231,0.0010971173642430488,0,0.031306844420354536,0
